Index,"('infinite_sources_0', 'i_bus_d')","('infinite_sources_0', 'i_bus_q')","('pa_rc_0', 'v_bus_D')","('pa_rc_0', 'v_bus_Q')","('', 'x0')","('', 'x1')","('', 'x2')","('', 'x3')","('', 'x4')","('', 'x5')","('', 'x6')","('', 'x7')","('', 'x8')","('', 'x9')"
"('', 'y0')",0.9998448679671205,-0.01761363107968869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y1')",0.01761363107968869,0.9998448679671205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y2')",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y3')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y4')",0.0,0.0,0.0,0.0,0.09437133127125243,0.007173872920183986,0.22530086454679707,-0.06101531250620654,-0.46230589462358834,-0.654074225465092,0.26879209042267715,0.03738436606686126,0.2354875657303,-0.14901947021910317
"('', 'y5')",0.0,0.0,0.0,0.0,0.1579194354834391,-0.028362743139843393,-0.3607036924046508,0.2673289651112538,0.043543013845129486,-0.26957227113543697,-0.6543075760366691,-0.14289917114441147,0.0940824946244282,0.041644928239057834
"('', 'y6')",0.0,0.0,0.0,0.0,0.029159478586605312,-0.09799796464008777,0.6022880171335165,0.044526677240440245,0.3879622000263749,0.0015285208479821275,0.0003519863951891276,0.010527831089701584,-0.11568087913634499,0.12943697870786072
"('', 'y7')",0.0,0.0,0.0,0.0,-0.07439518548919177,0.07564441625877347,-0.21352588968067826,-0.5376097781845438,0.16355513615121217,-0.0004695653945562255,-0.00014144478569380416,0.1750597356383088,-0.033084801505774836,0.11905479400045796
"('', 'y8')",0.0,0.0,0.0,0.0,0.24480260078195118,0.848889464518381,-0.015241565903521524,-0.06742090669251156,0.0002093379279434877,-0.0005053581567405454,-0.0007331860770450492,0.1145986851973573,0.1268607028715288,-0.06673964632540733
"('', 'y9')",0.0,0.0,0.0,0.0,0.23583263915502828,-0.4172578555875892,-0.2726272290402543,0.022191813767784136,-0.0829302648345098,-0.0009055610738336868,0.000017339758150409075,0.34628698644337524,0.190724621105311,-0.21454134017728516
"('', 'y10')",0.0,0.0,0.0,0.0,0.09603580305557136,0.006944255465626746,0.2228254414093012,-0.06153918153726199,-0.4632322357897839,0.6540352763121908,-0.26864576038461174,0.0373850890005021,0.23546598839798089,-0.14900088245200183
"('', 'y11')",0.0,0.0,0.0,0.0,0.15946335217273971,-0.027404731406237982,-0.36251696216359486,0.2670557313189565,0.04318754486602917,0.26786124001688094,0.6538049680797925,-0.14291181523076496,0.0940553240751071,0.041677311506976886
