Index,"('infinite_sources_1', 'i_bus_d')","('infinite_sources_1', 'i_bus_q')","('pa_rc_1', 'v_bus_D')","('pa_rc_1', 'v_bus_Q')","('', 'x0')","('', 'x1')","('', 'x2')","('', 'x3')"
"('infinite_sources_1', 'i_bus_d')",-94.24777960769379,376.99111843077515,-1884.790243473616,-24.966427434383462,2.3891009947323912e-14,-4.108955654967243e-14,4.090883049176351e-12,2.608922119182056e-12
"('infinite_sources_1', 'i_bus_q')",-376.99111843077515,-94.24777960769379,24.966427434383284,-1884.7902434736166,-3.16466603246369e-16,5.442830763054862e-16,-5.418891313952188e-14,-3.455846877182124e-14
"('pa_rc_1', 'v_bus_D')",5654.3707021489945,-74.8992819286535,-1282.3174053938365,-2371.4417437522543,-98247.43325612035,675.258339793262,-232305.1417887562,-256849.30874568003
"('pa_rc_1', 'v_bus_Q')",74.8992819286535,5654.3707021489945,2371.4417437522657,-1282.3174053938085,675.2583397936603,98247.43325611985,256849.30874568425,-232305.1417887533
"('', 'x0')",0.0,0.0,21.762823703459684,0.529587817842083,-7.668254282899776,-376.9313564230671,-14.414471953990464,0.6949703095473067
"('', 'x1')",0.0,0.0,0.5295878178422134,-21.762823703459684,376.9313564230672,-7.66825428289916,0.694970309563107,14.414471953985068
"('', 'x2')",0.0,0.0,10.230282634377799,-180.42859801161694,24.964662677301085,206.46154801963536,-7402.442192271064,-19555.91434592906
"('', 'x3')",0.0,0.0,180.42859801161865,10.230282634378566,206.46154801966378,-24.96466267732395,19555.9143459294,-7402.442192271089
