Index,"('', 'u0')","('', 'u1')","('', 'u2')","('', 'u3')"
"('infinite_sources_1', 'i_bus_d')",1884.9555921538758,0.0,0.0,0.0
"('infinite_sources_1', 'i_bus_q')",0.0,1884.9555921538758,0.0,0.0
"('pa_rc_1', 'v_bus_D')",0.0,0.0,-1074.1580379247348,-2725.3559990520475
"('pa_rc_1', 'v_bus_Q')",0.0,0.0,2725.3559990520575,-1074.1580379247039
"('', 'x0')",0.0,0.0,-22.00021792644652,-0.050002152328802583
"('', 'x1')",0.0,0.0,-0.050002152328646444,22.00021792644653
"('', 'x2')",0.0,0.0,5.8413140324474995,-180.7195007415709
"('', 'x3')",0.0,0.0,180.7195007415727,5.841314032448391
