generator,Capacity_MW
cats_2078,3.0
cats_2079,0.8
cats_2080,0.8
cats_2081,0.8
cats_2082,0.8
cats_2083,0.8
cats_2084,0.8
cats_2085,0.8
cats_2086,0.8
cats_2087,3.0
cats_2088,3.0
cats_2089,3.0
cats_2090,1.0
cats_2091,1.0
cats_2092,1.0
cats_2093,1.9
cats_2094,1.9
cats_2095,1.9
cats_2096,1.9
cats_2097,1.9
cats_2098,1.9
cats_2099,1.9
cats_2100,1.9
cats_2101,4.6
cats_2102,4.6
cats_2103,1.1
cats_2104,1.4
cats_2105,1.1
cats_2106,1.1
cats_2107,1.9
cats_2108,1.6
cats_2109,4.6
cats_2110,4.6
cats_2111,2.3
cats_2112,1.6
cats_2113,0.8
cats_2114,0.8
cats_2115,0.8
cats_2116,0.8
cats_2117,0.8
cats_2118,0.8
cats_2119,6.3
cats_2120,6.3
cats_2121,6.3
cats_2122,6.3
cats_2123,10.5
cats_2124,1.6
cats_2125,1.5
cats_2126,1.4
cats_2127,4.6
cats_2128,4.6
cats_2129,4.6
cats_2130,4.6
cats_2131,4.6
cats_2132,2.2
cats_2133,2.2
cats_2134,2.2
cats_2135,2.2
cats_2136,2.2
cats_2137,2.2
cats_2138,2.0
cats_2139,2.0
cats_2140,3.4
cats_2141,3.4
cats_2142,3.4
cats_2143,3.4
cats_2144,3.4
cats_2145,3.4
cats_2146,3.4
cats_2147,4.0
cats_2148,1.6
cats_2149,1.6
cats_2150,1.6
cats_2151,1.6
cats_2152,1.6
cats_2153,24.0
cats_2154,35.6
cats_2155,71.2
cats_2156,1.1
cats_2157,1.6
cats_2158,1.4
cats_2159,2.8
cats_2160,1.0
cats_2161,1.5
cats_2162,0.1
cats_2163,0.1
cats_2164,0.1
cats_2165,0.1
cats_2166,0.1
cats_2167,0.1
cats_2168,0.1
cats_2169,0.1
cats_2170,0.1
cats_2171,0.1
cats_2172,0.1
cats_2173,0.1
cats_2174,0.1
cats_2175,0.1
cats_2176,0.1
cats_2177,0.1
cats_2178,0.1
cats_2179,0.1
cats_2180,0.1
cats_2181,24.9
cats_2182,1.5
cats_2183,1.5
cats_2184,1.5
cats_2185,19.2
cats_2186,55.5
cats_2187,31.0
cats_2188,5.0
cats_2189,28.0
cats_2190,27.9
cats_2191,36.2
cats_2192,28.0
cats_2193,12.5
cats_2194,12.5
cats_2195,20.0
cats_2196,35.2
cats_2197,25.0
cats_2198,18.3
cats_2199,18.3
cats_2200,18.3
cats_2201,54.0
cats_2202,7.5
cats_2203,62.0
cats_2204,13.4
cats_2205,12.5
cats_2206,12.5
cats_2207,30.2
cats_2208,0.8
cats_2209,0.8
cats_2210,0.8
cats_2211,0.8
cats_2212,9.9
cats_2213,9.9
cats_2214,9.9
cats_2215,8.7
cats_2216,0.5
cats_2217,0.5
cats_2218,0.5
cats_2219,29.1
cats_2220,2.3
cats_2221,2.3
cats_2222,2.5
cats_2223,2.5
cats_2224,2.5
cats_2225,3.0
cats_2226,3.0
cats_2227,3.0
cats_2228,3.0
cats_2229,3.0
cats_2230,0.6
cats_2231,0.6
cats_2232,0.6
cats_2233,2.2
cats_2234,2.2
cats_2235,2.2
cats_2236,1.0
cats_2237,1.0
cats_2238,1.0
cats_2239,4.6
cats_2240,2.1
cats_2241,1.1
cats_2242,1.0
cats_2243,1.0
cats_2244,1.1
cats_2245,1.1
cats_2246,1.1
cats_2247,1.1
cats_2248,1.5
cats_2249,1.4
cats_2250,0.8
cats_2251,0.8
cats_2252,1.2
cats_2253,1.0
cats_2254,11.0
cats_2255,11.0
cats_2256,11.0
cats_2257,1.0
cats_2258,1.0
cats_2259,1.0
cats_2260,2.8
cats_2261,1.0
cats_2262,1.0
cats_2263,1.1
cats_2264,1.1
cats_2265,1.4
cats_2266,1.0
cats_2267,1.0
cats_2268,1.0
cats_2269,4.0
cats_2270,1.1
cats_2271,0.4
cats_2272,0.4
cats_2273,0.4
cats_2274,1.6
cats_2275,1.2
cats_2276,1.1
cats_2277,1.0
cats_2278,1.1
cats_2279,1.1
cats_2280,1.1
cats_2281,1.1
cats_2282,0.4
cats_2283,0.4
cats_2284,0.4
cats_2285,0.4
cats_2286,0.4
cats_2287,0.4
cats_2288,1.0
cats_2289,1.1
cats_2290,1.1
cats_2291,1.1
cats_2292,1.1
cats_2293,1.1
cats_2294,1.1
cats_2295,1.1
cats_2296,1.1
cats_2297,1.1
cats_2298,1.4
cats_2299,1.3
cats_2300,1.3
cats_2301,1.0
cats_2302,2.0
cats_2303,1.0
cats_2304,1.0
cats_2305,1.0
cats_2306,1.0
cats_2307,1.0
cats_2308,1.0
cats_2309,1.0
cats_2310,1.0
cats_2311,2.0
cats_2312,2.8
cats_2313,2.4
cats_2314,2.6
cats_2315,2.2
cats_2316,1.4
cats_2317,1.0
cats_2318,2.5
cats_2319,2.3
cats_2320,2.4
cats_2321,2.1
cats_2322,1.8
cats_2323,2.0
cats_2324,1.0
cats_2325,1.0
cats_2326,2.0
cats_2327,2.8
cats_2328,3.5
cats_2329,1.0
cats_2330,2.0
cats_2331,1.0
cats_2332,1.2
cats_2333,2.6
cats_2334,1.2
cats_2335,1.0
cats_2336,0.9
cats_2337,0.3
cats_2338,1.2
cats_2339,1.2
cats_2340,2.0
cats_2341,1.4
cats_2342,1.8
cats_2343,2.0
cats_2344,2.0
cats_2345,1.1
cats_2346,2.0
cats_2347,2.5
cats_2348,1.5
cats_2349,1.6
cats_2350,1.0
cats_2351,1.5
cats_2352,0.5
cats_2353,1.0
cats_2354,1.0
cats_2355,1.0
cats_2356,1.0
cats_2357,4.5
cats_2358,1.0
cats_2359,1.0
cats_2360,1.0
cats_2361,1.0
cats_2362,1.0
cats_2363,1.0
cats_2364,1.0
cats_2365,1.7
cats_2366,1.0
cats_2367,1.0
cats_2368,1.0
cats_2369,2.1
cats_2370,1.0
cats_2371,1.3
cats_2372,4.5
cats_2373,3.1
cats_2374,2.6
cats_2375,1.1
cats_2376,1.0
cats_2377,18.3
cats_2378,18.3
cats_2379,18.3
cats_2380,30.0
cats_2381,30.0
cats_2382,23.0
cats_2383,58.5
cats_2384,1.0
cats_2385,31.9
cats_2386,4.0
cats_2387,4.0
cats_2388,4.0
cats_2389,200.0
cats_2390,200.0
cats_2391,200.0
cats_2392,200.0
cats_2393,200.0
cats_2394,200.0
cats_2395,200.0
cats_2396,200.0
cats_2397,200.0
cats_2398,200.0
cats_2399,200.0
cats_2400,200.0
cats_2401,200.0
cats_2402,200.0
cats_2403,200.0
cats_2404,200.0
cats_2405,200.0
cats_2406,200.0
cats_2407,200.0
cats_2408,200.0
cats_2409,200.0
cats_2410,200.0
cats_2411,200.0
cats_2412,200.0
cats_2413,200.0
cats_2414,200.0
