bus,timepoint,generator_dispatch_MVAR,load_shedding_MVAR,load_MVAR,net_line_leaving_flow_MVAR
lima,timepoint_1,1.388783529105015,-9.9749409644032e-9,0.0,1.3887835191300466
santiago,timepoint_1,0.7526101226466527,-9.97494096440319e-9,0.0,0.7526101126717357
