bus,timepoint,generator_dispatch_MW,load_shedding_MW,load_MW,net_line_leaving_flow_MW
lima,timepoint_1,60.31569213226618,-9.974940964403198e-9,0.0,60.31569212229119
santiago,timepoint_1,-50.0,-9.974940964403193e-9,0.0,-50.00000000997488
