line,from_bus,to_bus,existing_capacity_MW,active_power_from_bus_MW,reactive_power_from_bus_MVAR,active_power_to_bus_MW,reactive_power_to_bus_MVAR,active_power_loss_MW,reactive_power_loss_MVAR
tx_1,lima,santiago,inf,3.295376032046412,-6.0893125661998,6.678189840335852,-7.1921480493693934,9.973565872382263,-13.281460615569195
