Index,"('infinite_sources_0', 'i_bus_d')","('infinite_sources_0', 'i_bus_q')","('pa_rc_0', 'v_bus_D')","('pa_rc_0', 'v_bus_Q')","('', 'x0')","('', 'x1')","('', 'x2')","('', 'x3')","('', 'x4')","('', 'x5')","('', 'x6')","('', 'x7')","('', 'x8')","('', 'x9')"
"('', 'y0')",0.9998448679671205,-0.01761363107968869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y1')",0.01761363107968869,0.9998448679671205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y2')",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y3')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('', 'y4')",0.0,0.0,0.1394020343936669,0.05842228543058794,-0.6581550750670435,-0.24944928567997773,-0.27263715312681763,-0.03544776446746829,0.16693093900430658,0.4134394603532023,0.24052205903425844,0.6880195635485697,0.16841907928011607,-0.18492520002819718
"('', 'y5')",0.0,0.0,-0.01739035254326937,-0.08915262709905344,0.25667448496307077,-0.6866474885753113,0.035141757661939776,-0.20612473837412149,-0.01127155221403634,0.031119569209830486,0.029072127016564572,-0.5219949555101144,0.6233736103711455,0.8813676414247791
"('', 'y6')",0.0,0.0,-0.0794682935543399,-0.08403721930747701,0.29845741620523475,0.10686006006405473,-0.39249083680406915,-0.0693392404995813,-0.23744888836194308,-0.34486284270015,-0.1321021787237844,-0.40756765262958966,-0.6314340215540608,0.9795487930910176
"('', 'y7')",0.0,0.0,0.013906305656977867,0.12718456856871038,-0.11615371321207067,0.28849429581414804,0.06794585821299404,-0.43158377105290296,0.041857799369709035,-0.10237703291865878,0.1255652042080756,0.21822100595965224,-0.1302473919375055,-0.3106153383180671
"('', 'y8')",0.0,0.0,-0.04182256765825004,-0.00840905981070373,-0.00832459460354602,-0.004911434481811245,-0.009884776102366459,0.0052847057637849335,0.6616530683422781,-0.6181237926050418,-0.5385382566187854,0.02121474381862018,-0.10033242619045994,0.15325613154847934
"('', 'y9')",0.0,0.0,0.010390492099306127,0.12756397729618188,0.004490336744276154,-0.01117174203154311,0.001967680535770958,0.02976789918071917,-0.25006282983042544,0.3799706895508564,-0.8212561492396329,0.2966603349675313,-0.3638684626373379,-0.5259539785788623
"('', 'y10')",0.0,0.0,0.1372872287577994,0.057616562605740086,0.38976689489060123,0.15587743909820645,0.5757750745839831,0.0804665821111194,0.22447146405993126,0.44276087406107767,0.23850680748151323,0.6862871627955197,0.15637418800395764,-0.16876284283586235
"('', 'y11')",0.0,0.0,-0.016556691942245797,-0.09012453648091104,-0.14372939871979937,0.4042632380025958,-0.10038288433363075,0.5881113082622884,-0.011855421101455413,0.040470391442998674,0.028704228261363998,-0.5227862505314,0.6398634917829334,0.892645898257141
