bus,scenario,timepoint,local_marginal_price_USDperMWh
1,sc1,1,30.000000008185214
2,sc1,1,30.00000000648072
3,sc1,1,30.00000000552379
4,sc1,1,30.00000000929578
5,sc1,1,10.0
