scenario,timepoint,bus,load_MW
1,2035-01-01T00:00:00.000000-0800,129,8.97149341142433
1,2035-01-01T00:00:00.000000-0800,131,1.6192772
1,2035-01-01T00:00:00.000000-0800,132,14.317680637651948
1,2035-01-01T00:00:00.000000-0800,133,3.527022593482333
1,2035-01-01T00:00:00.000000-0800,135,9.451909560689735
1,2035-01-01T00:00:00.000000-0800,136,2.499906127797831
1,2035-01-01T00:00:00.000000-0800,137,6.2044478
1,2035-01-01T00:00:00.000000-0800,139,10.868818827559299
1,2035-01-01T00:00:00.000000-0800,140,9.714939646413756
1,2035-01-01T00:00:00.000000-0800,142,16.21164368986816
1,2035-01-01T00:00:00.000000-0800,143,7.565991437957736
1,2035-01-01T00:00:00.000000-0800,144,2.6200679
1,2035-01-01T00:00:00.000000-0800,145,0.053133293000000005
1,2035-01-01T00:00:00.000000-0800,146,1.2145631000000001
1,2035-01-01T00:00:00.000000-0800,151,0.471911
1,2035-01-01T00:00:00.000000-0800,152,0.5624458
1,2035-01-01T00:00:00.000000-0800,154,0.13144846999999998
1,2035-01-01T00:00:00.000000-0800,155,15.973400149434362
1,2035-01-01T00:00:00.000000-0800,157,10.166497748393802
1,2035-01-01T00:00:00.000000-0800,158,5.014423516437118
1,2035-01-01T00:00:00.000000-0800,160,11.765507411417403
1,2035-01-01T00:00:00.000000-0800,163,2.232280489382406
1,2035-01-01T00:00:00.000000-0800,164,0.7836030292273708
1,2035-01-01T00:00:00.000000-0800,165,0.6675887
1,2035-01-01T00:00:00.000000-0800,166,2.3746781959941368
1,2035-01-01T00:00:00.000000-0800,167,1.1991315999999999
1,2035-01-01T00:00:00.000000-0800,168,2.6501657383120243
1,2035-01-01T00:00:00.000000-0800,169,13.386396798622092
1,2035-01-01T00:00:00.000000-0800,170,6.456934917076835
1,2035-01-01T00:00:00.000000-0800,171,12.801697195767744
1,2035-01-01T00:00:00.000000-0800,173,10.78945305463832
1,2035-01-01T00:00:00.000000-0800,176,3.044155692938027
1,2035-01-01T00:00:00.000000-0800,177,2.4478962
1,2035-01-01T00:00:00.000000-0800,178,2.1271556071112423
1,2035-01-01T00:00:00.000000-0800,180,2.1403938
1,2035-01-01T00:00:00.000000-0800,181,3.7547728283243735
1,2035-01-01T00:00:00.000000-0800,182,0.0038990002
1,2035-01-01T00:00:00.000000-0800,185,0.6386474600000001
1,2035-01-01T00:00:00.000000-0800,186,9.854446303611441
1,2035-01-01T00:00:00.000000-0800,187,7.369450353566162
1,2035-01-01T00:00:00.000000-0800,188,2.1320315
1,2035-01-01T00:00:00.000000-0800,189,8.95424058028016
1,2035-01-01T00:00:00.000000-0800,190,4.288947076897444
1,2035-01-01T00:00:00.000000-0800,191,0.0070020003
1,2035-01-01T00:00:00.000000-0800,192,3.1310676032207505
1,2035-01-01T00:00:00.000000-0800,196,1.6070823
1,2035-01-01T00:00:00.000000-0800,197,0.101339005
1,2035-01-01T00:00:00.000000-0800,198,0.61390906
1,2035-01-01T00:00:00.000000-0800,199,5.783779116727814
1,2035-01-01T00:00:00.000000-0800,200,5.5057242606708545
1,2035-01-01T00:00:00.000000-0800,201,4.375488520501224
1,2035-01-01T00:00:00.000000-0800,202,1.6190154
1,2035-01-01T00:00:00.000000-0800,203,5.704197280809019
1,2035-01-01T00:00:00.000000-0800,204,0.14938200000000001
1,2035-01-01T00:00:00.000000-0800,205,0.022212
1,2035-01-01T00:00:00.000000-0800,206,0.12232101000000001
1,2035-01-01T00:00:00.000000-0800,207,1.8654023898756518
1,2035-01-01T00:00:00.000000-0800,212,9.547784
1,2035-01-01T00:00:00.000000-0800,217,15.91668589086907
1,2035-01-01T00:00:00.000000-0800,224,0.007818
1,2035-01-01T00:00:00.000000-0800,226,3.9867322522631405
1,2035-01-01T00:00:00.000000-0800,228,171.0670712112195
1,2035-01-01T00:00:00.000000-0800,229,16.146735104730393
1,2035-01-01T00:00:00.000000-0800,231,0.001026
1,2035-01-01T00:00:00.000000-0800,234,0.3580376
1,2035-01-01T00:00:00.000000-0800,235,0.018521001999999998
1,2035-01-01T00:00:00.000000-0800,237,0.008933001000000001
1,2035-01-01T00:00:00.000000-0800,241,0.7818782
1,2035-01-01T00:00:00.000000-0800,242,0.11204164
1,2035-01-01T00:00:00.000000-0800,244,29.760599080453304
1,2035-01-01T00:00:00.000000-0800,245,0.050833305
1,2035-01-01T00:00:00.000000-0800,249,0.012798
1,2035-01-01T00:00:00.000000-0800,250,19.477756379053808
1,2035-01-01T00:00:00.000000-0800,251,1.05221
1,2035-01-01T00:00:00.000000-0800,252,8.207562528712845
1,2035-01-01T00:00:00.000000-0800,257,0.11628706
1,2035-01-01T00:00:00.000000-0800,258,5.290200063916369
1,2035-01-01T00:00:00.000000-0800,259,192.50001050372356
1,2035-01-01T00:00:00.000000-0800,261,1.1249666
1,2035-01-01T00:00:00.000000-0800,263,48.19268537530559
1,2035-01-01T00:00:00.000000-0800,264,0.021026003
1,2035-01-01T00:00:00.000000-0800,266,0.34209103
1,2035-01-01T00:00:00.000000-0800,267,19.40122694015396
1,2035-01-01T00:00:00.000000-0800,268,0.095225006
1,2035-01-01T00:00:00.000000-0800,269,8.46786595013592
1,2035-01-01T00:00:00.000000-0800,273,0.011831
1,2035-01-01T00:00:00.000000-0800,275,0.38497083
1,2035-01-01T00:00:00.000000-0800,276,0.0063719997
1,2035-01-01T00:00:00.000000-0800,277,22.90045370627056
1,2035-01-01T00:00:00.000000-0800,278,18.34569657856984
1,2035-01-01T00:00:00.000000-0800,279,2.761988930197156
1,2035-01-01T00:00:00.000000-0800,280,111.21411024704973
1,2035-01-01T00:00:00.000000-0800,283,29.34513877702807
1,2035-01-01T00:00:00.000000-0800,287,20.334165297799693
1,2035-01-01T00:00:00.000000-0800,290,17.93551516367642
1,2035-01-01T00:00:00.000000-0800,291,46.66480448844872
1,2035-01-01T00:00:00.000000-0800,293,4.129747285578769
1,2035-01-01T00:00:00.000000-0800,294,0.4814523
1,2035-01-01T00:00:00.000000-0800,295,9.515765137150542
1,2035-01-01T00:00:00.000000-0800,296,8.330713205076258
1,2035-01-01T00:00:00.000000-0800,297,0.84201416
1,2035-01-01T00:00:00.000000-0800,298,3.1079867930351672
1,2035-01-01T00:00:00.000000-0800,299,5.015506
1,2035-01-01T00:00:00.000000-0800,301,1.9862616237044666
1,2035-01-01T00:00:00.000000-0800,306,0.025363
1,2035-01-01T00:00:00.000000-0800,308,3.602630930008298
1,2035-01-01T00:00:00.000000-0800,310,0.25146764
1,2035-01-01T00:00:00.000000-0800,311,2.1015214422382464
1,2035-01-01T00:00:00.000000-0800,315,0.018664001
1,2035-01-01T00:00:00.000000-0800,317,10.40900123676694
1,2035-01-01T00:00:00.000000-0800,318,16.2222603070514
1,2035-01-01T00:00:00.000000-0800,319,9.853868243821886
1,2035-01-01T00:00:00.000000-0800,321,7.380524131387681
1,2035-01-01T00:00:00.000000-0800,322,1.4271316
1,2035-01-01T00:00:00.000000-0800,323,0.15693701
1,2035-01-01T00:00:00.000000-0800,324,13.515725
1,2035-01-01T00:00:00.000000-0800,325,9.934930000000001
1,2035-01-01T00:00:00.000000-0800,326,50.46618461283222
1,2035-01-01T00:00:00.000000-0800,327,6.4022816988050915
1,2035-01-01T00:00:00.000000-0800,328,8.900150623178673
1,2035-01-01T00:00:00.000000-0800,329,5.067942186767663
1,2035-01-01T00:00:00.000000-0800,330,3.362047719572638
1,2035-01-01T00:00:00.000000-0800,331,15.469135900734612
1,2035-01-01T00:00:00.000000-0800,332,2.342838925568492
1,2035-01-01T00:00:00.000000-0800,339,2.4861309
1,2035-01-01T00:00:00.000000-0800,341,17.75443493526916
1,2035-01-01T00:00:00.000000-0800,342,40.468328868138954
1,2035-01-01T00:00:00.000000-0800,343,9.566268055100657
1,2035-01-01T00:00:00.000000-0800,344,34.21453250140978
1,2035-01-01T00:00:00.000000-0800,345,235.9703730590599
1,2035-01-01T00:00:00.000000-0800,346,28.626854252571917
1,2035-01-01T00:00:00.000000-0800,347,197.97374462752936
1,2035-01-01T00:00:00.000000-0800,348,161.22000811820567
1,2035-01-01T00:00:00.000000-0800,349,166.6410855280668
1,2035-01-01T00:00:00.000000-0800,350,39.42368833680319
1,2035-01-01T00:00:00.000000-0800,351,24.430308138264248
1,2035-01-01T00:00:00.000000-0800,352,3.125682272566136
1,2035-01-01T00:00:00.000000-0800,353,19.29754911082919
1,2035-01-01T00:00:00.000000-0800,354,38.89532949947602
1,2035-01-01T00:00:00.000000-0800,355,11.705997332071666
1,2035-01-01T00:00:00.000000-0800,356,33.978714670451865
1,2035-01-01T00:00:00.000000-0800,358,15.976399925568087
1,2035-01-01T00:00:00.000000-0800,359,14.579996042862241
1,2035-01-01T00:00:00.000000-0800,362,17.276005417238743
1,2035-01-01T00:00:00.000000-0800,364,3.3834421000000003
1,2035-01-01T00:00:00.000000-0800,366,13.513210441957648
1,2035-01-01T00:00:00.000000-0800,368,10.498073598681476
1,2035-01-01T00:00:00.000000-0800,369,12.803530761045916
1,2035-01-01T00:00:00.000000-0800,370,0.0667501
1,2035-01-01T00:00:00.000000-0800,371,76.27960785973244
1,2035-01-01T00:00:00.000000-0800,373,20.625892911509006
1,2035-01-01T00:00:00.000000-0800,374,16.306179744246066
1,2035-01-01T00:00:00.000000-0800,375,5.176815778249869
1,2035-01-01T00:00:00.000000-0800,376,7.8345460939974
1,2035-01-01T00:00:00.000000-0800,377,1.6501932
1,2035-01-01T00:00:00.000000-0800,378,19.201264876368647
1,2035-01-01T00:00:00.000000-0800,380,29.82484222167093
1,2035-01-01T00:00:00.000000-0800,381,24.145593049789372
1,2035-01-01T00:00:00.000000-0800,382,10.7900863040573
1,2035-01-01T00:00:00.000000-0800,383,12.018278151469065
1,2035-01-01T00:00:00.000000-0800,385,26.056028230832972
1,2035-01-01T00:00:00.000000-0800,386,4.2479717
1,2035-01-01T00:00:00.000000-0800,389,27.571459002951112
1,2035-01-01T00:00:00.000000-0800,391,47.42227410980368
1,2035-01-01T00:00:00.000000-0800,392,10.906303926106117
1,2035-01-01T00:00:00.000000-0800,394,15.895149559512145
1,2035-01-01T00:00:00.000000-0800,395,37.42498984087677
1,2035-01-01T00:00:00.000000-0800,398,19.268878709266147
1,2035-01-01T00:00:00.000000-0800,399,39.92921363335124
1,2035-01-01T00:00:00.000000-0800,401,8.476507542810907
1,2035-01-01T00:00:00.000000-0800,402,9.555331031900744
1,2035-01-01T00:00:00.000000-0800,404,16.601453359801134
1,2035-01-01T00:00:00.000000-0800,405,10.386186101671381
1,2035-01-01T00:00:00.000000-0800,406,5.950628343046964
1,2035-01-01T00:00:00.000000-0800,407,1.4207732000000002
1,2035-01-01T00:00:00.000000-0800,408,9.824646142748279
1,2035-01-01T00:00:00.000000-0800,410,26.288890205197866
1,2035-01-01T00:00:00.000000-0800,414,21.709781286987912
1,2035-01-01T00:00:00.000000-0800,415,20.644410340533465
1,2035-01-01T00:00:00.000000-0800,416,26.578896611011288
1,2035-01-01T00:00:00.000000-0800,417,23.977656488671894
1,2035-01-01T00:00:00.000000-0800,418,11.84623766586543
1,2035-01-01T00:00:00.000000-0800,421,6.435727800752114
1,2035-01-01T00:00:00.000000-0800,423,8.028920839519241
1,2035-01-01T00:00:00.000000-0800,424,17.162067467800448
1,2035-01-01T00:00:00.000000-0800,425,19.656923726546324
1,2035-01-01T00:00:00.000000-0800,426,48.63943939175774
1,2035-01-01T00:00:00.000000-0800,428,0.627945501
1,2035-01-01T00:00:00.000000-0800,430,22.07587089571377
1,2035-01-01T00:00:00.000000-0800,431,16.027454139941597
1,2035-01-01T00:00:00.000000-0800,434,19.436139721094015
1,2035-01-01T00:00:00.000000-0800,437,14.031345743373032
1,2035-01-01T00:00:00.000000-0800,438,31.281348879529602
1,2035-01-01T00:00:00.000000-0800,439,32.13819463006113
1,2035-01-01T00:00:00.000000-0800,441,8.999958201120656
1,2035-01-01T00:00:00.000000-0800,442,6.656923445036042
1,2035-01-01T00:00:00.000000-0800,444,12.136765741734191
1,2035-01-01T00:00:00.000000-0800,445,47.414868003876215
1,2035-01-01T00:00:00.000000-0800,446,19.210296602023426
1,2035-01-01T00:00:00.000000-0800,447,13.404390328137056
1,2035-01-01T00:00:00.000000-0800,448,51.26745238708452
1,2035-01-01T00:00:00.000000-0800,450,16.824083888383228
1,2035-01-01T00:00:00.000000-0800,451,10.089156139741371
1,2035-01-01T00:00:00.000000-0800,452,37.95115422397916
1,2035-01-01T00:00:00.000000-0800,453,35.35307856383254
1,2035-01-01T00:00:00.000000-0800,454,2.310611516492881
1,2035-01-01T00:00:00.000000-0800,456,4.704605727259959
1,2035-01-01T00:00:00.000000-0800,457,21.70708534754599
1,2035-01-01T00:00:00.000000-0800,458,2.7507441846815457
1,2035-01-01T00:00:00.000000-0800,459,14.450916853607648
1,2035-01-01T00:00:00.000000-0800,461,12.19861910337634
1,2035-01-01T00:00:00.000000-0800,462,24.585239474694824
1,2035-01-01T00:00:00.000000-0800,463,9.36913263778614
1,2035-01-01T00:00:00.000000-0800,464,12.734841509746907
1,2035-01-01T00:00:00.000000-0800,465,19.847540487380257
1,2035-01-01T00:00:00.000000-0800,468,33.01816471697019
1,2035-01-01T00:00:00.000000-0800,469,18.712072620014638
1,2035-01-01T00:00:00.000000-0800,471,2.201535880030231
1,2035-01-01T00:00:00.000000-0800,472,17.34883263457055
1,2035-01-01T00:00:00.000000-0800,473,10.108658648411092
1,2035-01-01T00:00:00.000000-0800,474,26.77427302121839
1,2035-01-01T00:00:00.000000-0800,475,21.65239562634073
1,2035-01-01T00:00:00.000000-0800,476,13.182552579852475
1,2035-01-01T00:00:00.000000-0800,477,26.859368463632727
1,2035-01-01T00:00:00.000000-0800,478,13.282574263461917
1,2035-01-01T00:00:00.000000-0800,479,8.930876994716806
1,2035-01-01T00:00:00.000000-0800,484,31.394249143719993
1,2035-01-01T00:00:00.000000-0800,486,9.624688505705379
1,2035-01-01T00:00:00.000000-0800,488,3.524022750444347
1,2035-01-01T00:00:00.000000-0800,489,20.519199642317737
1,2035-01-01T00:00:00.000000-0800,491,0.4882427705832153
1,2035-01-01T00:00:00.000000-0800,496,12.028125304995891
1,2035-01-01T00:00:00.000000-0800,497,0.6688237029464391
1,2035-01-01T00:00:00.000000-0800,498,19.252380050912045
1,2035-01-01T00:00:00.000000-0800,499,26.72279881644406
1,2035-01-01T00:00:00.000000-0800,500,38.7812948974407
1,2035-01-01T00:00:00.000000-0800,501,13.933551908928276
1,2035-01-01T00:00:00.000000-0800,502,9.758648826850237
1,2035-01-01T00:00:00.000000-0800,503,0.17418361
1,2035-01-01T00:00:00.000000-0800,507,8.404994117836496
1,2035-01-01T00:00:00.000000-0800,511,8.830703673114458
1,2035-01-01T00:00:00.000000-0800,512,9.319018665478522
1,2035-01-01T00:00:00.000000-0800,513,21.800419726169903
1,2035-01-01T00:00:00.000000-0800,514,48.085226068047604
1,2035-01-01T00:00:00.000000-0800,515,28.20860343399048
1,2035-01-01T00:00:00.000000-0800,516,8.661242124628776
1,2035-01-01T00:00:00.000000-0800,517,9.50735147530428
1,2035-01-01T00:00:00.000000-0800,518,64.84457335974912
1,2035-01-01T00:00:00.000000-0800,519,81.9911304521116
1,2035-01-01T00:00:00.000000-0800,520,6.220418306994434
1,2035-01-01T00:00:00.000000-0800,521,12.108788
1,2035-01-01T00:00:00.000000-0800,523,19.831196196756395
1,2035-01-01T00:00:00.000000-0800,524,2.7581235000000004
1,2035-01-01T00:00:00.000000-0800,526,9.128171464084454
1,2035-01-01T00:00:00.000000-0800,527,16.303209912597
1,2035-01-01T00:00:00.000000-0800,532,14.642806748759334
1,2035-01-01T00:00:00.000000-0800,533,13.966527424118954
1,2035-01-01T00:00:00.000000-0800,534,11.240044878566618
1,2035-01-01T00:00:00.000000-0800,535,25.67064411979892
1,2035-01-01T00:00:00.000000-0800,536,10.076105824974341
1,2035-01-01T00:00:00.000000-0800,538,22.433483949259056
1,2035-01-01T00:00:00.000000-0800,541,21.202887582024047
1,2035-01-01T00:00:00.000000-0800,542,13.411055659535592
1,2035-01-01T00:00:00.000000-0800,546,12.768913472836458
1,2035-01-01T00:00:00.000000-0800,547,15.601140806959915
1,2035-01-01T00:00:00.000000-0800,549,14.605857026782221
1,2035-01-01T00:00:00.000000-0800,550,15.635804690737496
1,2035-01-01T00:00:00.000000-0800,551,57.608528786605405
1,2035-01-01T00:00:00.000000-0800,553,13.586136804513966
1,2035-01-01T00:00:00.000000-0800,555,10.643239107634896
1,2035-01-01T00:00:00.000000-0800,556,26.873834362122565
1,2035-01-01T00:00:00.000000-0800,558,9.668959470110813
1,2035-01-01T00:00:00.000000-0800,559,9.771747517085501
1,2035-01-01T00:00:00.000000-0800,562,4.16921835306188
1,2035-01-01T00:00:00.000000-0800,563,26.433083724770505
1,2035-01-01T00:00:00.000000-0800,566,13.446700099723992
1,2035-01-01T00:00:00.000000-0800,568,6.151925724461632
1,2035-01-01T00:00:00.000000-0800,569,7.428325773593009
1,2035-01-01T00:00:00.000000-0800,570,4.119526775886703
1,2035-01-01T00:00:00.000000-0800,571,0.28479565
1,2035-01-01T00:00:00.000000-0800,573,71.24772483864444
1,2035-01-01T00:00:00.000000-0800,574,1.383114754549217
1,2035-01-01T00:00:00.000000-0800,575,19.337885780265974
1,2035-01-01T00:00:00.000000-0800,579,1.1367882886265883
1,2035-01-01T00:00:00.000000-0800,580,27.264803275821457
1,2035-01-01T00:00:00.000000-0800,581,23.638796980389408
1,2035-01-01T00:00:00.000000-0800,582,14.634453125216465
1,2035-01-01T00:00:00.000000-0800,583,2.0358707361361095
1,2035-01-01T00:00:00.000000-0800,584,15.693990830122917
1,2035-01-01T00:00:00.000000-0800,585,6.645559519329038
1,2035-01-01T00:00:00.000000-0800,587,3.970774318419321
1,2035-01-01T00:00:00.000000-0800,588,4.046826388852276
1,2035-01-01T00:00:00.000000-0800,589,2.9829570838482984
1,2035-01-01T00:00:00.000000-0800,590,2.8432385837831218
1,2035-01-01T00:00:00.000000-0800,591,2.0459089105555286
1,2035-01-01T00:00:00.000000-0800,592,1.0053504342974682
1,2035-01-01T00:00:00.000000-0800,593,12.34853809828143
1,2035-01-01T00:00:00.000000-0800,594,2.8244544691274256
1,2035-01-01T00:00:00.000000-0800,595,1.225937990405485
1,2035-01-01T00:00:00.000000-0800,596,2.03305296676751
1,2035-01-01T00:00:00.000000-0800,597,5.0738634000000005
1,2035-01-01T00:00:00.000000-0800,598,1.4297665217354427
1,2035-01-01T00:00:00.000000-0800,599,0.7136768
1,2035-01-01T00:00:00.000000-0800,600,4.273583660752743
1,2035-01-01T00:00:00.000000-0800,605,36.17802357774772
1,2035-01-01T00:00:00.000000-0800,606,50.27593053866292
1,2035-01-01T00:00:00.000000-0800,608,21.463638485660837
1,2035-01-01T00:00:00.000000-0800,611,10.107333580921752
1,2035-01-01T00:00:00.000000-0800,612,15.179610271464579
1,2035-01-01T00:00:00.000000-0800,613,18.059110396411782
1,2035-01-01T00:00:00.000000-0800,614,12.402293897717662
1,2035-01-01T00:00:00.000000-0800,615,3.8662535137836094
1,2035-01-01T00:00:00.000000-0800,616,0.09735599
1,2035-01-01T00:00:00.000000-0800,617,1.4836594
1,2035-01-01T00:00:00.000000-0800,618,1.9709967256503353
1,2035-01-01T00:00:00.000000-0800,619,18.618869930938516
1,2035-01-01T00:00:00.000000-0800,620,0.010130000000000002
1,2035-01-01T00:00:00.000000-0800,623,0.49110083
1,2035-01-01T00:00:00.000000-0800,625,1.1716298
1,2035-01-01T00:00:00.000000-0800,626,2.3818423949841083
1,2035-01-01T00:00:00.000000-0800,627,3.4788793493569523
1,2035-01-01T00:00:00.000000-0800,629,5.537325620035522
1,2035-01-01T00:00:00.000000-0800,630,1.2517509
1,2035-01-01T00:00:00.000000-0800,633,1.7901337000000002
1,2035-01-01T00:00:00.000000-0800,634,1.473005966937737
1,2035-01-01T00:00:00.000000-0800,636,24.32763047600768
1,2035-01-01T00:00:00.000000-0800,637,16.444411739450782
1,2035-01-01T00:00:00.000000-0800,638,7.742882514575099
1,2035-01-01T00:00:00.000000-0800,639,6.979059823880706
1,2035-01-01T00:00:00.000000-0800,640,30.734258141581044
1,2035-01-01T00:00:00.000000-0800,641,0.7572685
1,2035-01-01T00:00:00.000000-0800,643,5.645754477217418
1,2035-01-01T00:00:00.000000-0800,644,3.028711977661888
1,2035-01-01T00:00:00.000000-0800,650,0.5739457
1,2035-01-01T00:00:00.000000-0800,651,0.9107738000000001
1,2035-01-01T00:00:00.000000-0800,652,8.290051365649253
1,2035-01-01T00:00:00.000000-0800,654,0.36010742
1,2035-01-01T00:00:00.000000-0800,655,0.9457838840413503
1,2035-01-01T00:00:00.000000-0800,656,6.947833438737169
1,2035-01-01T00:00:00.000000-0800,657,4.467281749408363
1,2035-01-01T00:00:00.000000-0800,658,6.230214027279821
1,2035-01-01T00:00:00.000000-0800,659,40.66143125276501
1,2035-01-01T00:00:00.000000-0800,660,25.86068798249473
1,2035-01-01T00:00:00.000000-0800,661,4.680899444533517
1,2035-01-01T00:00:00.000000-0800,662,52.485396588372005
1,2035-01-01T00:00:00.000000-0800,663,2.18915487
1,2035-01-01T00:00:00.000000-0800,664,9.085622707510021
1,2035-01-01T00:00:00.000000-0800,667,20.287419636708456
1,2035-01-01T00:00:00.000000-0800,668,29.374498540966293
1,2035-01-01T00:00:00.000000-0800,669,27.437727807525107
1,2035-01-01T00:00:00.000000-0800,670,26.42730315432852
1,2035-01-01T00:00:00.000000-0800,671,20.559359869879643
1,2035-01-01T00:00:00.000000-0800,672,7.535816980032273
1,2035-01-01T00:00:00.000000-0800,673,25.41257457568779
1,2035-01-01T00:00:00.000000-0800,674,67.87853645178241
1,2035-01-01T00:00:00.000000-0800,676,12.878185287831204
1,2035-01-01T00:00:00.000000-0800,677,13.221525158902018
1,2035-01-01T00:00:00.000000-0800,678,8.076285226021668
1,2035-01-01T00:00:00.000000-0800,679,29.83300984924398
1,2035-01-01T00:00:00.000000-0800,680,39.1611439680778
1,2035-01-01T00:00:00.000000-0800,683,20.88511933803652
1,2035-01-01T00:00:00.000000-0800,684,26.002318188330584
1,2035-01-01T00:00:00.000000-0800,685,25.349687162626537
1,2035-01-01T00:00:00.000000-0800,686,55.85721122593006
1,2035-01-01T00:00:00.000000-0800,687,12.589659538350427
1,2035-01-01T00:00:00.000000-0800,688,17.584522432879922
1,2035-01-01T00:00:00.000000-0800,689,15.068598650743521
1,2035-01-01T00:00:00.000000-0800,690,20.924932041690074
1,2035-01-01T00:00:00.000000-0800,691,11.928601158247849
1,2035-01-01T00:00:00.000000-0800,692,45.03536256029478
1,2035-01-01T00:00:00.000000-0800,694,21.778811951664917
1,2035-01-01T00:00:00.000000-0800,695,11.605545440962654
1,2035-01-01T00:00:00.000000-0800,696,30.373673427902247
1,2035-01-01T00:00:00.000000-0800,697,20.32443231134656
1,2035-01-01T00:00:00.000000-0800,699,24.425064033267567
1,2035-01-01T00:00:00.000000-0800,700,49.42196807075237
1,2035-01-01T00:00:00.000000-0800,701,17.066660969748828
1,2035-01-01T00:00:00.000000-0800,702,24.722147578741044
1,2035-01-01T00:00:00.000000-0800,703,25.452134856824685
1,2035-01-01T00:00:00.000000-0800,704,13.975213797077725
1,2035-01-01T00:00:00.000000-0800,705,43.33633961346669
