name,bus,technology,expand_capacity,duration_hr,efficiency_charge,efficiency_discharge,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_energy_MWh,cap_existing_power_MW,cap_max_power_MW,cost_fixed_energy_USDperkWh,cost_fixed_power_USDperkW,cost_variable_USDperMWh
cats_21,1541,batteries,false,2.4941176470588236,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,212.0,85.0,85.0,0.0,0.0,0.0
cats_22,1541,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,216.0,54.0,54.0,0.0,0.0,0.0
cats_23,1553,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1.5,1.5,1.5,0.0,0.0,0.0
cats_24,1553,batteries,false,0.5,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,10.0,20.0,20.0,0.0,0.0,0.0
cats_25,1658,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,240.0,60.0,60.0,0.0,0.0,0.0
cats_26,171,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,8.8,2.2,2.2,0.0,0.0,0.0
cats_27,1809,batteries,false,1.8333333333333335,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1.1,0.6,0.6,0.0,0.0,0.0
cats_28,1834,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,50.0,50.0,50.0,0.0,0.0,0.0
cats_29,1878,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,120.0,30.0,30.0,0.0,0.0,0.0
cats_30,1879,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,5.0,2.5,2.5,0.0,0.0,0.0
cats_31,1944,batteries,false,6.5,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,13.0,2.0,2.0,0.0,0.0,0.0
cats_32,1997,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,10.0,10.0,10.0,0.0,0.0,0.0
cats_33,2110,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,2.0,1.0,1.0,0.0,0.0,0.0
cats_34,2151,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,2.0,1.0,1.0,0.0,0.0,0.0
cats_35,2160,batteries,false,1.8571428571428574,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1.3,0.7,0.7,0.0,0.0,0.0
cats_36,2185,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.4,0.4,0.4,0.0,0.0,0.0
cats_37,2185,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.2,0.2,0.2,0.0,0.0,0.0
cats_38,2235,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,140.0,35.0,35.0,0.0,0.0,0.0
cats_39,2235,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,200.0,50.0,50.0,0.0,0.0,0.0
cats_40,2235,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,920.0,230.0,230.0,0.0,0.0,0.0
cats_41,2314,batteries,false,2.2,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,88.0,40.0,40.0,0.0,0.0,0.0
cats_42,2379,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1400.0,350.0,350.0,0.0,0.0,0.0
cats_43,295,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,200.0,100.0,100.0,0.0,0.0,0.0
cats_44,295,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0
cats_45,295,batteries,false,1.8888888888888888,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,272.0,144.0,144.0,0.0,0.0,0.0
cats_46,295,batteries,false,2.121212121212121,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,70.0,33.0,33.0,0.0,0.0,0.0
cats_47,295,batteries,false,2.0875,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,83.5,40.0,40.0,0.0,0.0,0.0
cats_48,296,batteries,false,2.8636363636363638,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,31.5,11.0,11.0,0.0,0.0,0.0
cats_49,296,batteries,false,2.0833333333333335,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,250.0,120.0,120.0,0.0,0.0,0.0
cats_50,308,batteries,false,2.5,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,50.0,20.0,20.0,0.0,0.0,0.0
cats_51,341,batteries,false,0.5,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1.0,2.0,2.0,0.0,0.0,0.0
cats_52,389,batteries,false,5.733333333333333,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,8.6,1.5,1.5,0.0,0.0,0.0
cats_53,393,batteries,false,6.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,15.0,2.5,2.5,0.0,0.0,0.0
cats_54,43,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1.0,0.5,0.5,0.0,0.0,0.0
cats_55,446,batteries,false,1.6666666666666667,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.5,0.3,0.3,0.0,0.0,0.0
cats_56,448,batteries,false,0.4096385542168674,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,3.4,8.3,8.3,0.0,0.0,0.0
cats_57,452,batteries,false,1.909090909090909,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,2.1,1.1,1.1,0.0,0.0,0.0
cats_58,463,batteries,false,6.8,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,6.8,1.0,1.0,0.0,0.0,0.0
cats_59,471,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,352.0,88.0,88.0,0.0,0.0,0.0
cats_60,525,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,20.0,20.0,20.0,0.0,0.0,0.0
cats_61,528,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.5,0.5,0.5,0.0,0.0,0.0
cats_62,573,batteries,false,3.875,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,3.1,0.8,0.8,0.0,0.0,0.0
cats_63,619,batteries,false,1.8,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.9,0.5,0.5,0.0,0.0,0.0
cats_64,649,batteries,false,1.6,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.8,0.5,0.5,0.0,0.0,0.0
cats_65,668,batteries,false,0.45,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,9.0,20.0,20.0,0.0,0.0,0.0
cats_66,676,batteries,false,6.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,9.0,1.5,1.5,0.0,0.0,0.0
cats_67,677,batteries,false,6.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,6.0,1.0,1.0,0.0,0.0,0.0
cats_68,686,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,8.0,2.0,2.0,0.0,0.0,0.0
cats_69,690,batteries,false,1.9047619047619047,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,4.0,2.1,2.1,0.0,0.0,0.0
cats_70,700,batteries,false,5.25,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,6.3,1.2,1.2,0.0,0.0,0.0
cats_71,700,batteries,false,5.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,5.0,1.0,1.0,0.0,0.0,0.0
cats_72,712,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,9.6,2.4,2.4,0.0,0.0,0.0
cats_73,713,batteries,false,6.653061224489796,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,32.6,4.9,4.9,0.0,0.0,0.0
cats_74,722,batteries,false,2.6428571428571432,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,3.7,1.4,1.4,0.0,0.0,0.0
cats_75,7708,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,75.0,75.0,75.0,0.0,0.0,0.0
cats_76,7708,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,40.0,10.0,10.0,0.0,0.0,0.0
cats_77,7708,batteries,false,3.9985744832501777,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,561.0,140.3,140.3,0.0,0.0,0.0
cats_78,7731,batteries,false,6.9,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,6.9,1.0,1.0,0.0,0.0,0.0
cats_79,7751,batteries,false,0.6666666666666666,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,20.0,30.0,30.0,0.0,0.0,0.0
cats_80,7870,batteries,false,6.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,34.8,5.8,5.8,0.0,0.0,0.0
cats_81,7870,batteries,false,5.538461538461538,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,7.2,1.3,1.3,0.0,0.0,0.0
cats_82,7888,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,250.0,125.0,125.0,0.0,0.0,0.0
cats_83,7917,batteries,false,2.3333333333333335,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,2.1,0.9,0.9,0.0,0.0,0.0
cats_84,792,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,12.0,3.0,3.0,0.0,0.0,0.0
cats_85,7971,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,1600.0,400.0,400.0,0.0,0.0,0.0
cats_86,7972,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,730.0,182.5,182.5,0.0,0.0,0.0
cats_87,8004,batteries,false,2.8,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,700.0,250.0,250.0,0.0,0.0,0.0
cats_88,8044,batteries,false,2.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,2.0,1.0,1.0,0.0,0.0,0.0
cats_89,8073,batteries,false,6.090909090909091,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,33.5,5.5,5.5,0.0,0.0,0.0
cats_90,8073,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,80.0,20.0,20.0,0.0,0.0,0.0
cats_91,8074,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,36.0,9.0,9.0,0.0,0.0,0.0
cats_92,8074,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,24.0,6.0,6.0,0.0,0.0,0.0
cats_93,8074,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,20.0,20.0,20.0,0.0,0.0,0.0
cats_94,8074,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,80.0,20.0,20.0,0.0,0.0,0.0
cats_95,8082,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,80.0,20.0,20.0,0.0,0.0,0.0
cats_96,8112,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,800.0,200.0,200.0,0.0,0.0,0.0
cats_97,8113,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0
cats_98,8185,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,920.0,230.0,230.0,0.0,0.0,0.0
cats_99,8185,batteries,false,4.683478260869565,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,538.6,115.0,115.0,0.0,0.0,0.0
cats_100,8185,batteries,false,4.780952380952381,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,301.2,63.0,63.0,0.0,0.0,0.0
cats_101,8186,batteries,false,4.683478260869565,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,538.6,115.0,115.0,0.0,0.0,0.0
cats_102,8186,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,528.0,132.0,132.0,0.0,0.0,0.0
cats_103,8186,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,440.0,110.0,110.0,0.0,0.0,0.0
cats_104,8186,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,448.0,112.0,112.0,0.0,0.0,0.0
cats_105,8330,batteries,false,3.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,3.0,1.0,1.0,0.0,0.0,0.0
cats_106,8340,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,508.0,127.0,127.0,0.0,0.0,0.0
cats_107,8342,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,400.0,100.0,100.0,0.0,0.0,0.0
cats_108,8569,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,10.0,10.0,10.0,0.0,0.0,0.0
cats_109,8587,batteries,false,1.8,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,0.9,0.5,0.5,0.0,0.0,0.0
cats_110,8589,batteries,false,1.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,2.0,2.0,2.0,0.0,0.0,0.0
cats_111,8589,batteries,false,4.285714285714286,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,3.0,0.7,0.7,0.0,0.0,0.0
cats_112,8758,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,8.0,2.0,2.0,0.0,0.0,0.0
cats_113,8838,batteries,false,4.0,0.9219544457292888,0.9219544457292888,401.19412,16.3717118,0.067573963,120.0,30.0,30.0,0.0,0.0,0.0
cats_114,1546,hydroelectric pumped storage,false,12.0,0.8944271909999159,0.8944271909999159,28.4014104,14.8788144,0.09192319300000001,504.0,42.0,42.0,0.0,0.0,0.58
cats_115,1634,hydroelectric pumped storage,false,12.0,0.8944271909999159,0.8944271909999159,57.7513147,14.8788144,0.048441064,8424.0,702.0,702.0,0.0,0.0,0.58
cats_116,1642,hydroelectric pumped storage,false,12.0,0.8944271909999159,0.8944271909999159,57.7513147,14.8788144,0.048441064,5088.0,424.0,424.0,0.0,0.0,0.58
cats_117,2254,hydroelectric pumped storage,false,12.0,0.8944271909999159,0.8944271909999159,57.7513147,14.8788144,0.048441064,302.40000000000003,25.200000000000003,25.200000000000003,0.0,0.0,0.58
cats_118,420,hydroelectric pumped storage,false,12.0,0.8944271909999159,0.8944271909999159,57.7513147,14.8788144,0.048441064,13008.0,1084.0,1084.0,0.0,0.0,0.58
