bus,scenario,timepoint,local_marginal_price_USDperMWh
1,1,1,10.0
1,1,2,10.0
1,1,3,10.0
2,1,1,10.00000000000023
2,1,2,6247.5
2,1,3,10.00000000000023
3,1,1,10.00000000000023
3,1,2,2505.0000000000005
3,1,3,10.00000000000023
4,1,1,10.00000000000046
4,1,2,5000.0
4,1,3,10.00000000000046
