bus_id,v_min,v_max,p_load,q_load,vmag,vphase,pgen,qgen
0,1.0,1.0,0.0,0.0,1.0,0.0,-0.8588382031635633,-0.43791422243408173
1,0.95,1.3,0.0,0.0,1.2768999990414063,20.66904479571431,1.0,0.7444551281638104
