name,period,start,end,timepoint_duration_hr,timeseries_scale_to_period,timepoint_selection_method,number_of_timepoints
climate_1,p1,2035-01-01T00:00:00.000000-0800,2035-01-02T00:00:00.000000-0800,1,0.5,all,24
