bus,scenario,timepoint,local_marginal_price_USDperMWh
360,1,2035-01-01T00:00:00.000000-0800,77.05435165805372
361,1,2035-01-01T00:00:00.000000-0800,72.0211558326614
362,1,2035-01-01T00:00:00.000000-0800,76.77958032833213
363,1,2035-01-01T00:00:00.000000-0800,76.79382709651557
364,1,2035-01-01T00:00:00.000000-0800,76.81013924013106
365,1,2035-01-01T00:00:00.000000-0800,76.79752602779399
366,1,2035-01-01T00:00:00.000000-0800,76.79884347066503
367,1,2035-01-01T00:00:00.000000-0800,76.76679825466765
368,1,2035-01-01T00:00:00.000000-0800,76.80603668290975
369,1,2035-01-01T00:00:00.000000-0800,76.7623330603305
370,1,2035-01-01T00:00:00.000000-0800,76.8226613259196
371,1,2035-01-01T00:00:00.000000-0800,76.9083707013835
372,1,2035-01-01T00:00:00.000000-0800,76.78782969813386
373,1,2035-01-01T00:00:00.000000-0800,76.7867613992565
374,1,2035-01-01T00:00:00.000000-0800,76.79824091936567
375,1,2035-01-01T00:00:00.000000-0800,76.77939851103936
376,1,2035-01-01T00:00:00.000000-0800,76.7882800859842
377,1,2035-01-01T00:00:00.000000-0800,76.77020809819231
378,1,2035-01-01T00:00:00.000000-0800,76.81003754601053
379,1,2035-01-01T00:00:00.000000-0800,76.78738389982772
380,1,2035-01-01T00:00:00.000000-0800,76.81197512751127
381,1,2035-01-01T00:00:00.000000-0800,76.79884347066509
382,1,2035-01-01T00:00:00.000000-0800,76.79890803035725
383,1,2035-01-01T00:00:00.000000-0800,76.80771795055455
384,1,2035-01-01T00:00:00.000000-0800,76.7940124364148
385,1,2035-01-01T00:00:00.000000-0800,76.7838501016644
386,1,2035-01-01T00:00:00.000000-0800,76.80069332608393
387,1,2035-01-01T00:00:00.000000-0800,76.7975219233423
388,1,2035-01-01T00:00:00.000000-0800,76.80316976572927
389,1,2035-01-01T00:00:00.000000-0800,76.79965404729094
390,1,2035-01-01T00:00:00.000000-0800,76.85549831918237
391,1,2035-01-01T00:00:00.000000-0800,76.76220428699867
392,1,2035-01-01T00:00:00.000000-0800,76.79457558340573
393,1,2035-01-01T00:00:00.000000-0800,76.79492221224531
394,1,2035-01-01T00:00:00.000000-0800,76.91349353656196
395,1,2035-01-01T00:00:00.000000-0800,76.79656999143494
396,1,2035-01-01T00:00:00.000000-0800,76.8129666199895
397,1,2035-01-01T00:00:00.000000-0800,76.7976488376966
398,1,2035-01-01T00:00:00.000000-0800,76.78678739351194
399,1,2035-01-01T00:00:00.000000-0800,76.76285870450536
400,1,2035-01-01T00:00:00.000000-0800,76.81726646220058
401,1,2035-01-01T00:00:00.000000-0800,77.16456364004475
402,1,2035-01-01T00:00:00.000000-0800,76.80995737700604
403,1,2035-01-01T00:00:00.000000-0800,76.76316801076435
404,1,2035-01-01T00:00:00.000000-0800,76.80129806222298
405,1,2035-01-01T00:00:00.000000-0800,76.90909955811141
406,1,2035-01-01T00:00:00.000000-0800,76.77130852637036
407,1,2035-01-01T00:00:00.000000-0800,77.15917672943121
408,1,2035-01-01T00:00:00.000000-0800,76.74401666395835
409,1,2035-01-01T00:00:00.000000-0800,76.79656999143494
410,1,2035-01-01T00:00:00.000000-0800,76.81145726076218
411,1,2035-01-01T00:00:00.000000-0800,76.80101719239242
412,1,2035-01-01T00:00:00.000000-0800,76.8350493287409
413,1,2035-01-01T00:00:00.000000-0800,76.7879743074917
414,1,2035-01-01T00:00:00.000000-0800,76.77456128422685
415,1,2035-01-01T00:00:00.000000-0800,77.13639836208623
416,1,2035-01-01T00:00:00.000000-0800,76.78627093535746
417,1,2035-01-01T00:00:00.000000-0800,76.82401335054186
418,1,2035-01-01T00:00:00.000000-0800,76.80399766601317
419,1,2035-01-01T00:00:00.000000-0800,76.79655212517231
420,1,2035-01-01T00:00:00.000000-0800,77.13639836208623
421,1,2035-01-01T00:00:00.000000-0800,76.811473596347
422,1,2035-01-01T00:00:00.000000-0800,76.82710006088743
423,1,2035-01-01T00:00:00.000000-0800,76.78929766615602
424,1,2035-01-01T00:00:00.000000-0800,76.74255245850824
425,1,2035-01-01T00:00:00.000000-0800,76.74390851966311
426,1,2035-01-01T00:00:00.000000-0800,76.81014648378994
427,1,2035-01-01T00:00:00.000000-0800,76.80495194260423
428,1,2035-01-01T00:00:00.000000-0800,83.01583623388575
429,1,2035-01-01T00:00:00.000000-0800,76.77773996680419
430,1,2035-01-01T00:00:00.000000-0800,76.78513755716907
431,1,2035-01-01T00:00:00.000000-0800,76.7959405213106
432,1,2035-01-01T00:00:00.000000-0800,77.16444809757553
433,1,2035-01-01T00:00:00.000000-0800,76.76585969540984
434,1,2035-01-01T00:00:00.000000-0800,76.81580851281026
435,1,2035-01-01T00:00:00.000000-0800,76.83223731522628
436,1,2035-01-01T00:00:00.000000-0800,76.80956163109498
437,1,2035-01-01T00:00:00.000000-0800,76.7926506283141
438,1,2035-01-01T00:00:00.000000-0800,76.76253954959306
439,1,2035-01-01T00:00:00.000000-0800,76.84304258256815
440,1,2035-01-01T00:00:00.000000-0800,76.79680943745802
441,1,2035-01-01T00:00:00.000000-0800,76.80289079246256
442,1,2035-01-01T00:00:00.000000-0800,76.76917952822835
443,1,2035-01-01T00:00:00.000000-0800,76.78302653013817
444,1,2035-01-01T00:00:00.000000-0800,76.83946711910995
445,1,2035-01-01T00:00:00.000000-0800,76.7675434097581
446,1,2035-01-01T00:00:00.000000-0800,76.78430566901847
447,1,2035-01-01T00:00:00.000000-0800,76.7890468050563
448,1,2035-01-01T00:00:00.000000-0800,77.17350433255339
449,1,2035-01-01T00:00:00.000000-0800,77.15937508411321
