bus,scenario,timepoint,load_shedding_MW
1185,1,2035-01-01T00:00:00.000000-0800,0.0
1186,1,2035-01-01T00:00:00.000000-0800,0.0
1187,1,2035-01-01T00:00:00.000000-0800,0.0
1188,1,2035-01-01T00:00:00.000000-0800,0.0
1189,1,2035-01-01T00:00:00.000000-0800,0.0
1190,1,2035-01-01T00:00:00.000000-0800,0.0
1191,1,2035-01-01T00:00:00.000000-0800,0.0
1192,1,2035-01-01T00:00:00.000000-0800,0.0
1193,1,2035-01-01T00:00:00.000000-0800,0.0
1194,1,2035-01-01T00:00:00.000000-0800,0.0
1195,1,2035-01-01T00:00:00.000000-0800,0.0
1196,1,2035-01-01T00:00:00.000000-0800,0.0
1197,1,2035-01-01T00:00:00.000000-0800,0.0
1198,1,2035-01-01T00:00:00.000000-0800,0.0
1199,1,2035-01-01T00:00:00.000000-0800,0.0
1200,1,2035-01-01T00:00:00.000000-0800,0.0
1201,1,2035-01-01T00:00:00.000000-0800,0.0
1202,1,2035-01-01T00:00:00.000000-0800,0.0
1203,1,2035-01-01T00:00:00.000000-0800,0.0
1204,1,2035-01-01T00:00:00.000000-0800,0.0
1205,1,2035-01-01T00:00:00.000000-0800,0.0
1206,1,2035-01-01T00:00:00.000000-0800,0.0
1207,1,2035-01-01T00:00:00.000000-0800,0.0
1208,1,2035-01-01T00:00:00.000000-0800,0.0
1209,1,2035-01-01T00:00:00.000000-0800,0.0
1210,1,2035-01-01T00:00:00.000000-0800,0.0
1211,1,2035-01-01T00:00:00.000000-0800,0.0
1212,1,2035-01-01T00:00:00.000000-0800,0.0
1213,1,2035-01-01T00:00:00.000000-0800,0.0
1214,1,2035-01-01T00:00:00.000000-0800,0.0
1215,1,2035-01-01T00:00:00.000000-0800,0.0
1216,1,2035-01-01T00:00:00.000000-0800,0.0
1217,1,2035-01-01T00:00:00.000000-0800,0.0
1218,1,2035-01-01T00:00:00.000000-0800,0.0
1219,1,2035-01-01T00:00:00.000000-0800,0.0
1220,1,2035-01-01T00:00:00.000000-0800,0.0
1221,1,2035-01-01T00:00:00.000000-0800,0.0
1222,1,2035-01-01T00:00:00.000000-0800,0.0
1223,1,2035-01-01T00:00:00.000000-0800,0.0
1224,1,2035-01-01T00:00:00.000000-0800,0.0
1225,1,2035-01-01T00:00:00.000000-0800,0.0
1226,1,2035-01-01T00:00:00.000000-0800,0.0
1227,1,2035-01-01T00:00:00.000000-0800,0.0
1228,1,2035-01-01T00:00:00.000000-0800,0.0
1229,1,2035-01-01T00:00:00.000000-0800,0.0
1230,1,2035-01-01T00:00:00.000000-0800,0.0
1231,1,2035-01-01T00:00:00.000000-0800,0.0
1232,1,2035-01-01T00:00:00.000000-0800,0.0
1234,1,2035-01-01T00:00:00.000000-0800,0.0
1235,1,2035-01-01T00:00:00.000000-0800,0.0
1237,1,2035-01-01T00:00:00.000000-0800,0.0
1238,1,2035-01-01T00:00:00.000000-0800,0.0
1239,1,2035-01-01T00:00:00.000000-0800,0.0
1240,1,2035-01-01T00:00:00.000000-0800,0.0
1241,1,2035-01-01T00:00:00.000000-0800,0.0
1242,1,2035-01-01T00:00:00.000000-0800,0.0
1243,1,2035-01-01T00:00:00.000000-0800,0.0
1244,1,2035-01-01T00:00:00.000000-0800,0.0
1245,1,2035-01-01T00:00:00.000000-0800,0.0
1246,1,2035-01-01T00:00:00.000000-0800,0.0
1247,1,2035-01-01T00:00:00.000000-0800,0.0
1248,1,2035-01-01T00:00:00.000000-0800,0.0
1249,1,2035-01-01T00:00:00.000000-0800,0.0
1250,1,2035-01-01T00:00:00.000000-0800,0.0
1251,1,2035-01-01T00:00:00.000000-0800,0.0
1252,1,2035-01-01T00:00:00.000000-0800,0.0
1253,1,2035-01-01T00:00:00.000000-0800,0.0
1254,1,2035-01-01T00:00:00.000000-0800,0.0
1255,1,2035-01-01T00:00:00.000000-0800,0.0
1256,1,2035-01-01T00:00:00.000000-0800,0.0
1257,1,2035-01-01T00:00:00.000000-0800,0.0
1258,1,2035-01-01T00:00:00.000000-0800,0.0
1259,1,2035-01-01T00:00:00.000000-0800,0.0
1260,1,2035-01-01T00:00:00.000000-0800,0.0
1261,1,2035-01-01T00:00:00.000000-0800,0.0
1262,1,2035-01-01T00:00:00.000000-0800,0.0
1263,1,2035-01-01T00:00:00.000000-0800,0.0
1264,1,2035-01-01T00:00:00.000000-0800,0.0
1266,1,2035-01-01T00:00:00.000000-0800,0.0
1267,1,2035-01-01T00:00:00.000000-0800,0.0
1268,1,2035-01-01T00:00:00.000000-0800,0.0
1270,1,2035-01-01T00:00:00.000000-0800,0.0
1271,1,2035-01-01T00:00:00.000000-0800,0.0
1272,1,2035-01-01T00:00:00.000000-0800,0.0
1273,1,2035-01-01T00:00:00.000000-0800,0.0
1274,1,2035-01-01T00:00:00.000000-0800,0.0
1275,1,2035-01-01T00:00:00.000000-0800,0.0
1276,1,2035-01-01T00:00:00.000000-0800,0.0
1277,1,2035-01-01T00:00:00.000000-0800,0.0
1278,1,2035-01-01T00:00:00.000000-0800,0.0
1279,1,2035-01-01T00:00:00.000000-0800,0.0
1280,1,2035-01-01T00:00:00.000000-0800,0.0
1281,1,2035-01-01T00:00:00.000000-0800,0.0
1282,1,2035-01-01T00:00:00.000000-0800,0.0
1283,1,2035-01-01T00:00:00.000000-0800,0.0
1284,1,2035-01-01T00:00:00.000000-0800,0.0
1285,1,2035-01-01T00:00:00.000000-0800,0.0
1286,1,2035-01-01T00:00:00.000000-0800,0.0
1287,1,2035-01-01T00:00:00.000000-0800,0.0
1288,1,2035-01-01T00:00:00.000000-0800,0.0
1291,1,2035-01-01T00:00:00.000000-0800,0.0
1293,1,2035-01-01T00:00:00.000000-0800,0.0
1294,1,2035-01-01T00:00:00.000000-0800,0.0
1295,1,2035-01-01T00:00:00.000000-0800,0.0
1296,1,2035-01-01T00:00:00.000000-0800,0.0
1297,1,2035-01-01T00:00:00.000000-0800,0.0
1298,1,2035-01-01T00:00:00.000000-0800,0.0
1299,1,2035-01-01T00:00:00.000000-0800,0.0
1300,1,2035-01-01T00:00:00.000000-0800,0.0
1301,1,2035-01-01T00:00:00.000000-0800,0.0
1302,1,2035-01-01T00:00:00.000000-0800,0.0
1303,1,2035-01-01T00:00:00.000000-0800,0.0
1304,1,2035-01-01T00:00:00.000000-0800,0.0
1305,1,2035-01-01T00:00:00.000000-0800,0.0
1306,1,2035-01-01T00:00:00.000000-0800,0.0
1307,1,2035-01-01T00:00:00.000000-0800,0.0
1308,1,2035-01-01T00:00:00.000000-0800,0.0
1309,1,2035-01-01T00:00:00.000000-0800,0.0
1310,1,2035-01-01T00:00:00.000000-0800,0.0
1311,1,2035-01-01T00:00:00.000000-0800,0.0
1312,1,2035-01-01T00:00:00.000000-0800,0.0
1313,1,2035-01-01T00:00:00.000000-0800,0.0
1314,1,2035-01-01T00:00:00.000000-0800,0.0
1315,1,2035-01-01T00:00:00.000000-0800,0.0
1316,1,2035-01-01T00:00:00.000000-0800,0.0
1317,1,2035-01-01T00:00:00.000000-0800,0.0
1318,1,2035-01-01T00:00:00.000000-0800,0.0
1319,1,2035-01-01T00:00:00.000000-0800,0.0
1320,1,2035-01-01T00:00:00.000000-0800,0.0
1321,1,2035-01-01T00:00:00.000000-0800,0.0
1322,1,2035-01-01T00:00:00.000000-0800,0.0
1323,1,2035-01-01T00:00:00.000000-0800,0.0
1324,1,2035-01-01T00:00:00.000000-0800,0.0
1325,1,2035-01-01T00:00:00.000000-0800,0.0
1326,1,2035-01-01T00:00:00.000000-0800,0.0
1329,1,2035-01-01T00:00:00.000000-0800,0.0
1330,1,2035-01-01T00:00:00.000000-0800,0.0
1331,1,2035-01-01T00:00:00.000000-0800,0.0
1332,1,2035-01-01T00:00:00.000000-0800,0.0
1333,1,2035-01-01T00:00:00.000000-0800,8.005008719651777
1334,1,2035-01-01T00:00:00.000000-0800,0.0
1335,1,2035-01-01T00:00:00.000000-0800,0.0
1336,1,2035-01-01T00:00:00.000000-0800,0.0
1337,1,2035-01-01T00:00:00.000000-0800,0.0
1338,1,2035-01-01T00:00:00.000000-0800,0.0
1339,1,2035-01-01T00:00:00.000000-0800,0.0
1340,1,2035-01-01T00:00:00.000000-0800,0.0
1341,1,2035-01-01T00:00:00.000000-0800,0.0
1342,1,2035-01-01T00:00:00.000000-0800,0.0
1343,1,2035-01-01T00:00:00.000000-0800,0.0
1344,1,2035-01-01T00:00:00.000000-0800,0.0
1345,1,2035-01-01T00:00:00.000000-0800,0.0
1346,1,2035-01-01T00:00:00.000000-0800,0.0
1347,1,2035-01-01T00:00:00.000000-0800,0.0
1348,1,2035-01-01T00:00:00.000000-0800,0.0
1350,1,2035-01-01T00:00:00.000000-0800,0.0
1351,1,2035-01-01T00:00:00.000000-0800,0.0
1352,1,2035-01-01T00:00:00.000000-0800,0.0
1353,1,2035-01-01T00:00:00.000000-0800,0.0
1354,1,2035-01-01T00:00:00.000000-0800,0.0
1355,1,2035-01-01T00:00:00.000000-0800,0.0
1356,1,2035-01-01T00:00:00.000000-0800,0.0
1357,1,2035-01-01T00:00:00.000000-0800,0.0
1358,1,2035-01-01T00:00:00.000000-0800,0.0
1359,1,2035-01-01T00:00:00.000000-0800,0.0
1361,1,2035-01-01T00:00:00.000000-0800,0.0
1362,1,2035-01-01T00:00:00.000000-0800,0.0
1363,1,2035-01-01T00:00:00.000000-0800,0.0
1364,1,2035-01-01T00:00:00.000000-0800,0.0
1365,1,2035-01-01T00:00:00.000000-0800,0.0
1367,1,2035-01-01T00:00:00.000000-0800,0.0
1368,1,2035-01-01T00:00:00.000000-0800,0.0
1369,1,2035-01-01T00:00:00.000000-0800,0.0
1370,1,2035-01-01T00:00:00.000000-0800,0.0
1371,1,2035-01-01T00:00:00.000000-0800,0.0
1372,1,2035-01-01T00:00:00.000000-0800,0.0
1373,1,2035-01-01T00:00:00.000000-0800,0.0
1374,1,2035-01-01T00:00:00.000000-0800,0.0
1375,1,2035-01-01T00:00:00.000000-0800,0.0
1376,1,2035-01-01T00:00:00.000000-0800,0.0
1377,1,2035-01-01T00:00:00.000000-0800,0.0
1378,1,2035-01-01T00:00:00.000000-0800,0.0
1379,1,2035-01-01T00:00:00.000000-0800,0.0
1380,1,2035-01-01T00:00:00.000000-0800,0.0
1381,1,2035-01-01T00:00:00.000000-0800,0.0
1383,1,2035-01-01T00:00:00.000000-0800,0.0
1384,1,2035-01-01T00:00:00.000000-0800,0.0
1387,1,2035-01-01T00:00:00.000000-0800,0.0
1388,1,2035-01-01T00:00:00.000000-0800,0.0
1390,1,2035-01-01T00:00:00.000000-0800,0.0
1391,1,2035-01-01T00:00:00.000000-0800,0.0
1392,1,2035-01-01T00:00:00.000000-0800,0.0
1393,1,2035-01-01T00:00:00.000000-0800,0.0
1394,1,2035-01-01T00:00:00.000000-0800,0.0
1395,1,2035-01-01T00:00:00.000000-0800,0.0
1396,1,2035-01-01T00:00:00.000000-0800,0.0
1397,1,2035-01-01T00:00:00.000000-0800,0.0
1398,1,2035-01-01T00:00:00.000000-0800,0.0
1401,1,2035-01-01T00:00:00.000000-0800,0.0
1402,1,2035-01-01T00:00:00.000000-0800,0.0
1403,1,2035-01-01T00:00:00.000000-0800,0.0
1404,1,2035-01-01T00:00:00.000000-0800,0.0
1407,1,2035-01-01T00:00:00.000000-0800,0.0
1409,1,2035-01-01T00:00:00.000000-0800,0.0
1411,1,2035-01-01T00:00:00.000000-0800,0.0
1412,1,2035-01-01T00:00:00.000000-0800,0.0
1413,1,2035-01-01T00:00:00.000000-0800,0.0
1414,1,2035-01-01T00:00:00.000000-0800,0.0
1415,1,2035-01-01T00:00:00.000000-0800,0.0
1416,1,2035-01-01T00:00:00.000000-0800,0.0
1417,1,2035-01-01T00:00:00.000000-0800,0.0
1418,1,2035-01-01T00:00:00.000000-0800,0.0
1419,1,2035-01-01T00:00:00.000000-0800,0.0
1420,1,2035-01-01T00:00:00.000000-0800,0.0
1421,1,2035-01-01T00:00:00.000000-0800,0.0
1422,1,2035-01-01T00:00:00.000000-0800,0.0
1423,1,2035-01-01T00:00:00.000000-0800,0.0
1424,1,2035-01-01T00:00:00.000000-0800,0.0
1426,1,2035-01-01T00:00:00.000000-0800,0.0
1427,1,2035-01-01T00:00:00.000000-0800,0.0
1428,1,2035-01-01T00:00:00.000000-0800,0.0
1429,1,2035-01-01T00:00:00.000000-0800,0.0
1431,1,2035-01-01T00:00:00.000000-0800,0.0
1432,1,2035-01-01T00:00:00.000000-0800,0.0
1433,1,2035-01-01T00:00:00.000000-0800,0.0
1434,1,2035-01-01T00:00:00.000000-0800,0.0
1435,1,2035-01-01T00:00:00.000000-0800,8.292282220553787
1436,1,2035-01-01T00:00:00.000000-0800,0.0
1437,1,2035-01-01T00:00:00.000000-0800,0.0
1438,1,2035-01-01T00:00:00.000000-0800,0.0
1439,1,2035-01-01T00:00:00.000000-0800,0.0
1440,1,2035-01-01T00:00:00.000000-0800,0.0
1441,1,2035-01-01T00:00:00.000000-0800,0.0
1442,1,2035-01-01T00:00:00.000000-0800,0.0
1443,1,2035-01-01T00:00:00.000000-0800,0.0
1444,1,2035-01-01T00:00:00.000000-0800,0.0
1445,1,2035-01-01T00:00:00.000000-0800,0.0
1446,1,2035-01-01T00:00:00.000000-0800,0.0
1448,1,2035-01-01T00:00:00.000000-0800,0.0
1449,1,2035-01-01T00:00:00.000000-0800,0.0
1450,1,2035-01-01T00:00:00.000000-0800,0.0
1451,1,2035-01-01T00:00:00.000000-0800,0.0
1452,1,2035-01-01T00:00:00.000000-0800,0.0
1453,1,2035-01-01T00:00:00.000000-0800,0.0
1454,1,2035-01-01T00:00:00.000000-0800,0.0
1455,1,2035-01-01T00:00:00.000000-0800,0.0
1456,1,2035-01-01T00:00:00.000000-0800,0.0
1457,1,2035-01-01T00:00:00.000000-0800,0.0
1458,1,2035-01-01T00:00:00.000000-0800,0.0
1459,1,2035-01-01T00:00:00.000000-0800,0.0
1461,1,2035-01-01T00:00:00.000000-0800,0.0
1462,1,2035-01-01T00:00:00.000000-0800,0.0
1463,1,2035-01-01T00:00:00.000000-0800,0.0
1464,1,2035-01-01T00:00:00.000000-0800,0.0
1465,1,2035-01-01T00:00:00.000000-0800,0.0
1466,1,2035-01-01T00:00:00.000000-0800,0.0
1467,1,2035-01-01T00:00:00.000000-0800,0.0
1468,1,2035-01-01T00:00:00.000000-0800,0.0
1469,1,2035-01-01T00:00:00.000000-0800,0.0
1470,1,2035-01-01T00:00:00.000000-0800,0.0
1471,1,2035-01-01T00:00:00.000000-0800,0.0
1472,1,2035-01-01T00:00:00.000000-0800,0.0
1473,1,2035-01-01T00:00:00.000000-0800,0.0
1474,1,2035-01-01T00:00:00.000000-0800,0.0
1475,1,2035-01-01T00:00:00.000000-0800,0.0
1476,1,2035-01-01T00:00:00.000000-0800,0.0
1477,1,2035-01-01T00:00:00.000000-0800,0.0
1478,1,2035-01-01T00:00:00.000000-0800,0.0
1479,1,2035-01-01T00:00:00.000000-0800,0.0
1480,1,2035-01-01T00:00:00.000000-0800,0.0
1481,1,2035-01-01T00:00:00.000000-0800,0.0
1482,1,2035-01-01T00:00:00.000000-0800,0.0
1483,1,2035-01-01T00:00:00.000000-0800,0.0
1484,1,2035-01-01T00:00:00.000000-0800,0.0
1485,1,2035-01-01T00:00:00.000000-0800,0.0
1486,1,2035-01-01T00:00:00.000000-0800,0.0
1487,1,2035-01-01T00:00:00.000000-0800,0.0
1488,1,2035-01-01T00:00:00.000000-0800,0.0
1489,1,2035-01-01T00:00:00.000000-0800,0.0
1490,1,2035-01-01T00:00:00.000000-0800,0.0
1491,1,2035-01-01T00:00:00.000000-0800,0.0
1493,1,2035-01-01T00:00:00.000000-0800,0.0
1494,1,2035-01-01T00:00:00.000000-0800,0.0
1495,1,2035-01-01T00:00:00.000000-0800,0.0
1496,1,2035-01-01T00:00:00.000000-0800,0.0
1497,1,2035-01-01T00:00:00.000000-0800,0.0
1499,1,2035-01-01T00:00:00.000000-0800,0.0
1501,1,2035-01-01T00:00:00.000000-0800,0.0
1502,1,2035-01-01T00:00:00.000000-0800,0.0
1503,1,2035-01-01T00:00:00.000000-0800,0.0
1504,1,2035-01-01T00:00:00.000000-0800,0.0
1506,1,2035-01-01T00:00:00.000000-0800,0.0
1508,1,2035-01-01T00:00:00.000000-0800,0.0
1509,1,2035-01-01T00:00:00.000000-0800,0.0
1510,1,2035-01-01T00:00:00.000000-0800,0.0
1511,1,2035-01-01T00:00:00.000000-0800,0.0
1512,1,2035-01-01T00:00:00.000000-0800,0.0
1513,1,2035-01-01T00:00:00.000000-0800,0.0
1514,1,2035-01-01T00:00:00.000000-0800,0.0
1515,1,2035-01-01T00:00:00.000000-0800,0.0
1516,1,2035-01-01T00:00:00.000000-0800,0.0
1517,1,2035-01-01T00:00:00.000000-0800,0.0
1518,1,2035-01-01T00:00:00.000000-0800,0.0
1519,1,2035-01-01T00:00:00.000000-0800,0.0
1521,1,2035-01-01T00:00:00.000000-0800,0.0
1522,1,2035-01-01T00:00:00.000000-0800,0.0
1523,1,2035-01-01T00:00:00.000000-0800,0.0
1524,1,2035-01-01T00:00:00.000000-0800,0.0
1525,1,2035-01-01T00:00:00.000000-0800,0.0
1526,1,2035-01-01T00:00:00.000000-0800,0.0
1527,1,2035-01-01T00:00:00.000000-0800,0.0
1529,1,2035-01-01T00:00:00.000000-0800,0.0
1530,1,2035-01-01T00:00:00.000000-0800,0.0
1531,1,2035-01-01T00:00:00.000000-0800,0.0
1532,1,2035-01-01T00:00:00.000000-0800,0.0
1533,1,2035-01-01T00:00:00.000000-0800,0.0
1534,1,2035-01-01T00:00:00.000000-0800,0.0
1536,1,2035-01-01T00:00:00.000000-0800,0.0
1537,1,2035-01-01T00:00:00.000000-0800,0.0
1539,1,2035-01-01T00:00:00.000000-0800,0.0
1540,1,2035-01-01T00:00:00.000000-0800,0.0
1541,1,2035-01-01T00:00:00.000000-0800,0.0
1542,1,2035-01-01T00:00:00.000000-0800,0.0
1543,1,2035-01-01T00:00:00.000000-0800,0.0
1544,1,2035-01-01T00:00:00.000000-0800,0.0
1546,1,2035-01-01T00:00:00.000000-0800,0.0
1547,1,2035-01-01T00:00:00.000000-0800,0.0
1548,1,2035-01-01T00:00:00.000000-0800,0.0
1549,1,2035-01-01T00:00:00.000000-0800,0.0
1551,1,2035-01-01T00:00:00.000000-0800,0.0
1552,1,2035-01-01T00:00:00.000000-0800,0.0
1553,1,2035-01-01T00:00:00.000000-0800,0.0
1554,1,2035-01-01T00:00:00.000000-0800,0.0
1555,1,2035-01-01T00:00:00.000000-0800,0.0
1556,1,2035-01-01T00:00:00.000000-0800,0.0
1557,1,2035-01-01T00:00:00.000000-0800,0.0
1560,1,2035-01-01T00:00:00.000000-0800,0.0
1561,1,2035-01-01T00:00:00.000000-0800,0.0
1562,1,2035-01-01T00:00:00.000000-0800,0.0
1565,1,2035-01-01T00:00:00.000000-0800,0.0
1574,1,2035-01-01T00:00:00.000000-0800,0.0
1575,1,2035-01-01T00:00:00.000000-0800,0.0
1577,1,2035-01-01T00:00:00.000000-0800,0.0
1578,1,2035-01-01T00:00:00.000000-0800,0.0
1579,1,2035-01-01T00:00:00.000000-0800,0.0
1580,1,2035-01-01T00:00:00.000000-0800,0.0
1581,1,2035-01-01T00:00:00.000000-0800,0.0
1583,1,2035-01-01T00:00:00.000000-0800,0.0
1587,1,2035-01-01T00:00:00.000000-0800,0.0
1590,1,2035-01-01T00:00:00.000000-0800,0.0
1592,1,2035-01-01T00:00:00.000000-0800,0.0
1593,1,2035-01-01T00:00:00.000000-0800,0.0
1596,1,2035-01-01T00:00:00.000000-0800,0.0
1600,1,2035-01-01T00:00:00.000000-0800,0.0
1603,1,2035-01-01T00:00:00.000000-0800,0.0
1604,1,2035-01-01T00:00:00.000000-0800,0.0
1605,1,2035-01-01T00:00:00.000000-0800,0.0
1606,1,2035-01-01T00:00:00.000000-0800,0.0
1608,1,2035-01-01T00:00:00.000000-0800,0.0
1609,1,2035-01-01T00:00:00.000000-0800,0.0
1610,1,2035-01-01T00:00:00.000000-0800,0.0
1611,1,2035-01-01T00:00:00.000000-0800,0.0
1612,1,2035-01-01T00:00:00.000000-0800,0.0
1617,1,2035-01-01T00:00:00.000000-0800,0.0
1618,1,2035-01-01T00:00:00.000000-0800,0.0
1620,1,2035-01-01T00:00:00.000000-0800,0.0
1623,1,2035-01-01T00:00:00.000000-0800,0.0
1626,1,2035-01-01T00:00:00.000000-0800,0.0
1627,1,2035-01-01T00:00:00.000000-0800,0.0
1629,1,2035-01-01T00:00:00.000000-0800,0.0
1630,1,2035-01-01T00:00:00.000000-0800,0.0
1633,1,2035-01-01T00:00:00.000000-0800,0.0
1634,1,2035-01-01T00:00:00.000000-0800,0.0
1636,1,2035-01-01T00:00:00.000000-0800,0.0
1638,1,2035-01-01T00:00:00.000000-0800,0.0
1640,1,2035-01-01T00:00:00.000000-0800,0.0
1643,1,2035-01-01T00:00:00.000000-0800,0.0
1644,1,2035-01-01T00:00:00.000000-0800,0.0
1645,1,2035-01-01T00:00:00.000000-0800,0.0
1646,1,2035-01-01T00:00:00.000000-0800,0.0
1648,1,2035-01-01T00:00:00.000000-0800,0.0
1649,1,2035-01-01T00:00:00.000000-0800,0.0
1650,1,2035-01-01T00:00:00.000000-0800,0.0
1653,1,2035-01-01T00:00:00.000000-0800,0.0
1654,1,2035-01-01T00:00:00.000000-0800,0.0
1655,1,2035-01-01T00:00:00.000000-0800,0.0
1660,1,2035-01-01T00:00:00.000000-0800,0.0
1661,1,2035-01-01T00:00:00.000000-0800,0.0
1662,1,2035-01-01T00:00:00.000000-0800,0.0
1663,1,2035-01-01T00:00:00.000000-0800,0.0
1664,1,2035-01-01T00:00:00.000000-0800,0.0
1668,1,2035-01-01T00:00:00.000000-0800,0.0
1670,1,2035-01-01T00:00:00.000000-0800,0.0
1676,1,2035-01-01T00:00:00.000000-0800,0.0
1678,1,2035-01-01T00:00:00.000000-0800,0.0
1690,1,2035-01-01T00:00:00.000000-0800,0.0
1692,1,2035-01-01T00:00:00.000000-0800,0.0
1693,1,2035-01-01T00:00:00.000000-0800,0.0
1694,1,2035-01-01T00:00:00.000000-0800,0.0
1695,1,2035-01-01T00:00:00.000000-0800,0.0
1696,1,2035-01-01T00:00:00.000000-0800,0.0
1697,1,2035-01-01T00:00:00.000000-0800,0.0
1698,1,2035-01-01T00:00:00.000000-0800,0.0
1699,1,2035-01-01T00:00:00.000000-0800,0.0
1700,1,2035-01-01T00:00:00.000000-0800,0.0
1701,1,2035-01-01T00:00:00.000000-0800,0.0
1702,1,2035-01-01T00:00:00.000000-0800,0.0
1703,1,2035-01-01T00:00:00.000000-0800,0.0
1706,1,2035-01-01T00:00:00.000000-0800,0.0
1707,1,2035-01-01T00:00:00.000000-0800,0.0
1709,1,2035-01-01T00:00:00.000000-0800,0.0
1711,1,2035-01-01T00:00:00.000000-0800,0.0
1712,1,2035-01-01T00:00:00.000000-0800,0.0
1713,1,2035-01-01T00:00:00.000000-0800,0.0
1714,1,2035-01-01T00:00:00.000000-0800,0.0
1718,1,2035-01-01T00:00:00.000000-0800,0.0
1722,1,2035-01-01T00:00:00.000000-0800,0.0
1724,1,2035-01-01T00:00:00.000000-0800,0.0
1725,1,2035-01-01T00:00:00.000000-0800,0.0
1726,1,2035-01-01T00:00:00.000000-0800,0.0
1727,1,2035-01-01T00:00:00.000000-0800,0.0
1729,1,2035-01-01T00:00:00.000000-0800,0.0
1730,1,2035-01-01T00:00:00.000000-0800,0.0
1731,1,2035-01-01T00:00:00.000000-0800,0.0
1733,1,2035-01-01T00:00:00.000000-0800,0.0
1737,1,2035-01-01T00:00:00.000000-0800,0.0
1738,1,2035-01-01T00:00:00.000000-0800,0.0
1739,1,2035-01-01T00:00:00.000000-0800,0.0
1740,1,2035-01-01T00:00:00.000000-0800,0.0
1741,1,2035-01-01T00:00:00.000000-0800,0.0
1744,1,2035-01-01T00:00:00.000000-0800,0.0
1745,1,2035-01-01T00:00:00.000000-0800,0.0
1746,1,2035-01-01T00:00:00.000000-0800,0.0
1747,1,2035-01-01T00:00:00.000000-0800,0.0
1748,1,2035-01-01T00:00:00.000000-0800,0.0
1751,1,2035-01-01T00:00:00.000000-0800,0.0
1752,1,2035-01-01T00:00:00.000000-0800,0.0
1753,1,2035-01-01T00:00:00.000000-0800,0.0
1754,1,2035-01-01T00:00:00.000000-0800,0.0
1755,1,2035-01-01T00:00:00.000000-0800,0.0
1760,1,2035-01-01T00:00:00.000000-0800,0.0
1761,1,2035-01-01T00:00:00.000000-0800,0.0
1763,1,2035-01-01T00:00:00.000000-0800,0.0
1764,1,2035-01-01T00:00:00.000000-0800,0.0
1765,1,2035-01-01T00:00:00.000000-0800,0.0
1766,1,2035-01-01T00:00:00.000000-0800,0.0
1768,1,2035-01-01T00:00:00.000000-0800,0.0
1769,1,2035-01-01T00:00:00.000000-0800,0.0
1770,1,2035-01-01T00:00:00.000000-0800,0.0
1771,1,2035-01-01T00:00:00.000000-0800,0.0
1772,1,2035-01-01T00:00:00.000000-0800,0.0
1773,1,2035-01-01T00:00:00.000000-0800,0.0
1774,1,2035-01-01T00:00:00.000000-0800,0.0
1776,1,2035-01-01T00:00:00.000000-0800,0.0
1777,1,2035-01-01T00:00:00.000000-0800,0.0
1778,1,2035-01-01T00:00:00.000000-0800,0.0
1779,1,2035-01-01T00:00:00.000000-0800,0.0
1780,1,2035-01-01T00:00:00.000000-0800,0.0
1781,1,2035-01-01T00:00:00.000000-0800,0.0
1782,1,2035-01-01T00:00:00.000000-0800,0.0
1785,1,2035-01-01T00:00:00.000000-0800,0.0
1786,1,2035-01-01T00:00:00.000000-0800,0.0
1788,1,2035-01-01T00:00:00.000000-0800,0.0
1789,1,2035-01-01T00:00:00.000000-0800,0.0
1790,1,2035-01-01T00:00:00.000000-0800,0.0
1791,1,2035-01-01T00:00:00.000000-0800,0.0
1792,1,2035-01-01T00:00:00.000000-0800,0.0
1794,1,2035-01-01T00:00:00.000000-0800,0.0
1796,1,2035-01-01T00:00:00.000000-0800,0.0
1798,1,2035-01-01T00:00:00.000000-0800,0.0
1799,1,2035-01-01T00:00:00.000000-0800,0.0
1800,1,2035-01-01T00:00:00.000000-0800,0.0
1801,1,2035-01-01T00:00:00.000000-0800,0.0
1802,1,2035-01-01T00:00:00.000000-0800,0.0
1803,1,2035-01-01T00:00:00.000000-0800,0.0
1805,1,2035-01-01T00:00:00.000000-0800,0.0
1806,1,2035-01-01T00:00:00.000000-0800,0.0
1807,1,2035-01-01T00:00:00.000000-0800,0.0
1809,1,2035-01-01T00:00:00.000000-0800,0.0
1813,1,2035-01-01T00:00:00.000000-0800,0.0
1814,1,2035-01-01T00:00:00.000000-0800,0.0
1815,1,2035-01-01T00:00:00.000000-0800,0.0
1816,1,2035-01-01T00:00:00.000000-0800,0.0
1817,1,2035-01-01T00:00:00.000000-0800,0.0
1818,1,2035-01-01T00:00:00.000000-0800,0.0
1819,1,2035-01-01T00:00:00.000000-0800,0.0
1820,1,2035-01-01T00:00:00.000000-0800,0.0
1821,1,2035-01-01T00:00:00.000000-0800,0.0
1822,1,2035-01-01T00:00:00.000000-0800,0.0
1828,1,2035-01-01T00:00:00.000000-0800,0.0
1829,1,2035-01-01T00:00:00.000000-0800,0.0
1831,1,2035-01-01T00:00:00.000000-0800,0.0
1832,1,2035-01-01T00:00:00.000000-0800,0.0
1833,1,2035-01-01T00:00:00.000000-0800,0.0
1837,1,2035-01-01T00:00:00.000000-0800,0.0
1839,1,2035-01-01T00:00:00.000000-0800,0.0
1841,1,2035-01-01T00:00:00.000000-0800,0.0
1842,1,2035-01-01T00:00:00.000000-0800,0.0
