id,type,generator,timepoint,active_power_MW,reactive_power_MVAR
0,infinite_sources,natural_gas,t_1,4.7514699405866345,-4.683898312719294
0,gfmi_c,battery,t_1,3.127437053550667,-4.721332675202114
1,gfmi_c,solar,t_1,3.043670504078444,-2.4030988123906774
2,gfmi_c,wind,t_1,3.123455414314495,-2.2131144824191638
