Index,"('', 'u0')","('', 'u1')","('', 'u2')","('', 'u3')"
"('infinite_sources_1', 'i_bus_d')",1884.9555921538758,0.0,0.0,0.0
"('infinite_sources_1', 'i_bus_q')",0.0,1884.9555921538758,0.0,0.0
"('pa_rc_1', 'v_bus_D')",0.0,0.0,-38.036624398507655,-321.40555641548735
"('pa_rc_1', 'v_bus_Q')",0.0,0.0,321.40555641548826,-38.036624398508046
"('', 'x0')",0.0,0.0,9.971420859746142e-14,753.9822368615504
"('', 'x1')",0.0,0.0,753.9822368615504,-1.4964760784860235e-13
"('', 'x2')",0.0,0.0,-1099.9408903844046,29.290466093985383
"('', 'x3')",0.0,0.0,-29.290466093984968,-1099.9408903844035
