line,from_bus,to_bus,existing_capacity_MW,active_power_from_bus_MW,reactive_power_from_bus_MVAR,active_power_to_bus_MW,reactive_power_to_bus_MVAR,active_power_loss_MW,reactive_power_loss_MVAR
tx_1,lima,santiago,inf,-0.05837506532163335,-12.902934358094463,9.999999989460255,-9.95750355277473e-9,9.94162492413862,-12.902934368051966
