id,type,generator,timepoint,active_power_MW,reactive_power_MVAR
0,infinite_sources,gen1,timepoint_1,-39.80828383129473,-7.380487609970588
0,gfli_e,solar,timepoint_1,50.0,-1.8861486979909645
