bus,scenario,timepoint,local_marginal_price_USDperMWh
1,1,1,10.007101233811568
1,1,2,9.999999998374138
1,1,3,10.00000000061817
3,1,1,10.007101233811568
3,1,2,5000.0
3,1,3,10.00000000061817
