bus,scenario,timepoint,local_marginal_price_USDperMWh
329,1,2035-01-01T00:00:00.000000-0800,7.63001456444654
330,1,2035-01-01T00:00:00.000000-0800,73.75616030483593
331,1,2035-01-01T00:00:00.000000-0800,73.75616030483577
332,1,2035-01-01T00:00:00.000000-0800,7.630014564446442
333,1,2035-01-01T00:00:00.000000-0800,75.05355419338578
334,1,2035-01-01T00:00:00.000000-0800,75.05355419339449
335,1,2035-01-01T00:00:00.000000-0800,75.05355419339975
336,1,2035-01-01T00:00:00.000000-0800,75.05355419339178
337,1,2035-01-01T00:00:00.000000-0800,75.05355419341015
338,1,2035-01-01T00:00:00.000000-0800,75.05355419338838
339,1,2035-01-01T00:00:00.000000-0800,75.0535541933919
340,1,2035-01-01T00:00:00.000000-0800,75.053554193392
341,1,2035-01-01T00:00:00.000000-0800,76.93371807369205
342,1,2035-01-01T00:00:00.000000-0800,76.96245586650208
343,1,2035-01-01T00:00:00.000000-0800,76.92365386994932
344,1,2035-01-01T00:00:00.000000-0800,77.05696622173318
345,1,2035-01-01T00:00:00.000000-0800,76.90004180201944
346,1,2035-01-01T00:00:00.000000-0800,76.85887896625529
347,1,2035-01-01T00:00:00.000000-0800,76.95882422125008
348,1,2035-01-01T00:00:00.000000-0800,77.00308915813805
349,1,2035-01-01T00:00:00.000000-0800,77.00308915813805
350,1,2035-01-01T00:00:00.000000-0800,76.96192007674652
351,1,2035-01-01T00:00:00.000000-0800,76.95435579977041
352,1,2035-01-01T00:00:00.000000-0800,76.82155545621043
353,1,2035-01-01T00:00:00.000000-0800,76.81415920722444
354,1,2035-01-01T00:00:00.000000-0800,76.85559773800227
355,1,2035-01-01T00:00:00.000000-0800,76.85913181296173
356,1,2035-01-01T00:00:00.000000-0800,76.82823421100824
357,1,2035-01-01T00:00:00.000000-0800,76.86194103650207
358,1,2035-01-01T00:00:00.000000-0800,77.22286661729628
359,1,2035-01-01T00:00:00.000000-0800,76.83154817970076
360,1,2035-01-01T00:00:00.000000-0800,77.11158168632575
361,1,2035-01-01T00:00:00.000000-0800,71.9923855465481
362,1,2035-01-01T00:00:00.000000-0800,76.83158389698015
363,1,2035-01-01T00:00:00.000000-0800,76.8461400984038
364,1,2035-01-01T00:00:00.000000-0800,76.86275246848435
365,1,2035-01-01T00:00:00.000000-0800,76.84991064602416
366,1,2035-01-01T00:00:00.000000-0800,76.85125388092109
367,1,2035-01-01T00:00:00.000000-0800,76.81855086834419
368,1,2035-01-01T00:00:00.000000-0800,76.85858031770532
369,1,2035-01-01T00:00:00.000000-0800,76.81402046679959
370,1,2035-01-01T00:00:00.000000-0800,76.87552266833544
371,1,2035-01-01T00:00:00.000000-0800,76.96284839469672
372,1,2035-01-01T00:00:00.000000-0800,76.84002857627299
373,1,2035-01-01T00:00:00.000000-0800,76.83894000618271
374,1,2035-01-01T00:00:00.000000-0800,76.8506396539014
375,1,2035-01-01T00:00:00.000000-0800,76.83139256085964
376,1,2035-01-01T00:00:00.000000-0800,76.84048715535867
377,1,2035-01-01T00:00:00.000000-0800,76.8220262695907
378,1,2035-01-01T00:00:00.000000-0800,76.86265891294758
379,1,2035-01-01T00:00:00.000000-0800,76.83957442595886
380,1,2035-01-01T00:00:00.000000-0800,76.8646335770747
381,1,2035-01-01T00:00:00.000000-0800,76.85125388092109
382,1,2035-01-01T00:00:00.000000-0800,76.85131768512744
383,1,2035-01-01T00:00:00.000000-0800,76.86029440774135
384,1,2035-01-01T00:00:00.000000-0800,76.84632907431234
385,1,2035-01-01T00:00:00.000000-0800,76.83597250743676
386,1,2035-01-01T00:00:00.000000-0800,76.85313779153678
387,1,2035-01-01T00:00:00.000000-0800,76.84990653801856
388,1,2035-01-01T00:00:00.000000-0800,76.85566519978518
389,1,2035-01-01T00:00:00.000000-0800,76.8520801645021
390,1,2035-01-01T00:00:00.000000-0800,76.90897631942578
391,1,2035-01-01T00:00:00.000000-0800,76.81386650669131
392,1,2035-01-01T00:00:00.000000-0800,76.84690374533837
393,1,2035-01-01T00:00:00.000000-0800,76.84725700542909
394,1,2035-01-01T00:00:00.000000-0800,76.9680671676613
395,1,2035-01-01T00:00:00.000000-0800,76.84893530134421
396,1,2035-01-01T00:00:00.000000-0800,76.86564272136256
397,1,2035-01-01T00:00:00.000000-0800,76.85003472173254
398,1,2035-01-01T00:00:00.000000-0800,76.83896645411397
