bus,scenario,timepoint,local_marginal_price_USDperMWh
1,1,1,4999.999999999999
1,1,2,10.0
1,1,3,10.0
2,1,1,5000.0
2,1,2,5712.857142857143
2,1,3,10.000000000000528
3,1,1,5000.0
3,1,2,3574.285714285714
3,1,3,10.000000000000329
4,1,1,5000.0
4,1,2,5000.0
4,1,3,10.00000000000046
