storage,scenario,timepoint,Discharge_MW,Charge_MW
cats_7,sc1,2035-01-01T02:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T03:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T04:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T05:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T06:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T07:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T08:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T09:00:00.000000-0800,0.0,4.2
cats_7,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_7,sc1,2035-01-01T11:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T12:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T13:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T14:00:00.000000-0800,2.5939200000000606,0.0
cats_7,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_7,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_7,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_7,sc1,2035-01-01T18:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T19:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T20:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T21:00:00.000000-0800,4.2,0.0
cats_7,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_7,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T01:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T02:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T03:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T04:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T05:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T06:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T07:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T08:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T09:00:00.000000-0800,0.0,4.2
cats_8,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T11:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T12:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T13:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T14:00:00.000000-0800,2.593920000000005,0.0
cats_8,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T18:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T19:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T20:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T21:00:00.000000-0800,4.2,0.0
cats_8,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_8,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T01:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T02:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T03:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T04:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T05:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T06:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T07:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T08:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T09:00:00.000000-0800,0.0,4.2
cats_9,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T11:00:00.000000-0800,4.2,0.0
cats_9,sc1,2035-01-01T12:00:00.000000-0800,4.2,0.0
cats_9,sc1,2035-01-01T13:00:00.000000-0800,4.2,0.0
cats_9,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_9,sc1,2035-01-01T18:00:00.000000-0800,4.2,0.0
cats_9,sc1,2035-01-01T19:00:00.000000-0800,4.2,0.0
cats_9,sc1,2035-01-01T20:00:00.000000-0800,4.2,0.0
cats_9,sc1,2035-01-01T21:00:00.000000-0800,2.7825602617718763,0.0
cats_9,sc1,2035-01-01T22:00:00.000000-0800,4.011359738228128,0.0
cats_9,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_10,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_10,sc1,2035-01-01T01:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T02:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T03:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T04:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T05:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T06:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T07:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T08:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T09:00:00.000000-0800,0.0,4.2
cats_10,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_10,sc1,2035-01-01T11:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T12:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T13:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T14:00:00.000000-0800,1.1492846115023738,0.0
cats_10,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_10,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_10,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_10,sc1,2035-01-01T18:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T19:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T20:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T21:00:00.000000-0800,4.2,0.0
cats_10,sc1,2035-01-01T22:00:00.000000-0800,1.4446353884976297,0.0
cats_10,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T01:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T02:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T03:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T04:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T05:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T06:00:00.000000-0800,0.0,53.0
cats_11,sc1,2035-01-01T07:00:00.000000-0800,0.0,53.0
cats_11,sc1,2035-01-01T08:00:00.000000-0800,0.0,53.0
cats_11,sc1,2035-01-01T09:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T11:00:00.000000-0800,53.0,0.0
cats_11,sc1,2035-01-01T12:00:00.000000-0800,53.0,0.0
cats_11,sc1,2035-01-01T13:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T18:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T19:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T20:00:00.000000-0800,28.577600000000036,0.0
cats_11,sc1,2035-01-01T21:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_11,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T01:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T02:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T03:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T04:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T05:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T06:00:00.000000-0800,0.0,53.0
cats_12,sc1,2035-01-01T07:00:00.000000-0800,0.0,53.0
cats_12,sc1,2035-01-01T08:00:00.000000-0800,0.0,53.0
cats_12,sc1,2035-01-01T09:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T11:00:00.000000-0800,53.0,0.0
cats_12,sc1,2035-01-01T12:00:00.000000-0800,53.0,0.0
cats_12,sc1,2035-01-01T13:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T18:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T19:00:00.000000-0800,28.577600000000036,0.0
cats_12,sc1,2035-01-01T20:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T21:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_12,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T01:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T02:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T03:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T04:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T05:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T06:00:00.000000-0800,0.0,53.0
cats_13,sc1,2035-01-01T07:00:00.000000-0800,0.0,53.0
cats_13,sc1,2035-01-01T08:00:00.000000-0800,0.0,53.0
cats_13,sc1,2035-01-01T09:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T11:00:00.000000-0800,53.0,0.0
cats_13,sc1,2035-01-01T12:00:00.000000-0800,53.0,0.0
cats_13,sc1,2035-01-01T13:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T18:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T19:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T20:00:00.000000-0800,28.577600000000036,0.0
cats_13,sc1,2035-01-01T21:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_13,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T01:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T02:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T03:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T04:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T05:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T06:00:00.000000-0800,0.0,53.0
cats_14,sc1,2035-01-01T07:00:00.000000-0800,0.0,53.0
cats_14,sc1,2035-01-01T08:00:00.000000-0800,0.0,53.0
cats_14,sc1,2035-01-01T09:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T11:00:00.000000-0800,53.0,0.0
cats_14,sc1,2035-01-01T12:00:00.000000-0800,53.0,0.0
cats_14,sc1,2035-01-01T13:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T18:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T19:00:00.000000-0800,18.422351467403395,0.0
cats_14,sc1,2035-01-01T20:00:00.000000-0800,10.155248532596614,0.0
cats_14,sc1,2035-01-01T21:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_14,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T01:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T02:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T03:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T04:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T05:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T06:00:00.000000-0800,0.0,53.0
cats_15,sc1,2035-01-01T07:00:00.000000-0800,0.0,53.0
cats_15,sc1,2035-01-01T08:00:00.000000-0800,0.0,53.0
cats_15,sc1,2035-01-01T09:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T11:00:00.000000-0800,53.0,0.0
cats_15,sc1,2035-01-01T12:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T13:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T18:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T19:00:00.000000-0800,28.57760000000003,0.0
cats_15,sc1,2035-01-01T20:00:00.000000-0800,53.0,0.0
cats_15,sc1,2035-01-01T21:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T22:00:00.000000-0800,0.0,0.0
cats_15,sc1,2035-01-01T23:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T00:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T01:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T02:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T03:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T04:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T05:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T06:00:00.000000-0800,0.0,53.0
cats_16,sc1,2035-01-01T07:00:00.000000-0800,0.0,53.0
cats_16,sc1,2035-01-01T08:00:00.000000-0800,0.0,53.0
cats_16,sc1,2035-01-01T09:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T10:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T11:00:00.000000-0800,53.0,0.0
cats_16,sc1,2035-01-01T12:00:00.000000-0800,40.225959673121075,0.0
cats_16,sc1,2035-01-01T13:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T14:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T15:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T16:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T17:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T18:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T19:00:00.000000-0800,0.0,0.0
cats_16,sc1,2035-01-01T20:00:00.000000-0800,41.35164032687896,0.0
cats_16,sc1,2035-01-01T21:00:00.000000-0800,0.0,0.0
