Index,"('', 'u0')","('', 'u1')","('', 'u2')","('', 'u3')"
"('infinite_sources_1', 'i_bus_d')",1884.9555921538758,0.0,0.0,0.0
"('infinite_sources_1', 'i_bus_q')",0.0,1884.9555921538758,0.0,0.0
"('pa_rc_1', 'v_bus_D')",0.0,0.0,0.0,0.0
"('pa_rc_1', 'v_bus_Q')",0.0,0.0,0.0,0.0
"('', 'x0')",0.0,0.0,-200.96376038197624,459.1320229607734
"('', 'x1')",0.0,0.0,-459.0346345275958,-201.0650689763724
"('', 'x2')",0.0,0.0,-441.0033226148883,299.60086918523746
"('', 'x3')",0.0,0.0,-299.60085845331,-441.0033194311754
