Index,"('infinite_sources_1', 'i_bus_d')","('infinite_sources_1', 'i_bus_q')","('pa_rc_1', 'v_bus_D')","('pa_rc_1', 'v_bus_Q')","('', 'x0')","('', 'x1')","('', 'x2')","('', 'x3')"
"('infinite_sources_1', 'i_bus_d')",-94.24777960769379,376.99111843077515,-1884.790243473616,-24.966427434383302,0.0,0.0,0.0,0.0
"('infinite_sources_1', 'i_bus_q')",-376.99111843077515,-94.24777960769379,24.966427434383302,-1884.790243473616,0.0,0.0,0.0,0.0
"('pa_rc_1', 'v_bus_D')",5654.3707021489945,-74.8992819286535,-282.7433374093647,376.99111843077515,661.3858695995622,1210.215405263743,-3366.160494298584,-2158.1779862577723
"('pa_rc_1', 'v_bus_Q')",74.8992819286535,5654.3707021489945,-376.99111843077515,-282.7433374093647,-1209.3061067054527,661.8004711156124,2158.174862387265,-3366.1596111658664
"('', 'x0')",0.0,0.0,-213.11451154374893,453.6197368755107,-93.72978074831764,2111.8876088548177,-0.0015210225665676091,-0.0015170115309466325
"('', 'x1')",0.0,0.0,-453.5196697238738,-213.21316487197376,-2111.901813242106,-91.88244410990484,-0.0015172076881881935,0.0015180251170988646
"('', 'x2')",0.0,0.0,448.82232477720646,-287.75531777954967,0.00021912682099145542,0.00029653150595621014,-7.541111592405855,376.9910926439102
"('', 'x3')",0.0,0.0,287.75532842292466,448.82232824547185,0.00029585427902922845,-0.00021949964604583982,-376.9910926439105,-7.5411115924050875
