id,type,generator,timepoint,active_power_MW,reactive_power_MVAR
0,infinite_sources,gen1,timepoint_1,5.000842627243224,-7.026642595242817
0,gfmi_e,solar,timepoint_1,5.017184508118726,-6.33006174414215
