bus,timepoint,generator_dispatch_MVAR,load_shedding_MVAR,load_MVAR,net_line_leaving_flow_MVAR
lima,t_1,-44.05416612599554,-9.974940964279889e-9,0.0,-44.054166135993555
santiago,t_1,74.77059585403816,-9.97494091425806e-9,0.0,74.77059584444504
