bus,scenario,timepoint,local_marginal_price_USDperMWh
1,sc1,1,-4.9544594476215404e-8
2,sc1,1,1.7865926206089043e-6
3,sc1,1,1.4610694710779029e-6
4,sc1,1,5.658808098676484e-7
5,sc1,1,1.3794769633506266e-8
