name,component,type,init
i_bus_D,infinite_sources_0,"",0.025210380918718977
i_bus_Q,infinite_sources_0,"",0.044512033961039685
i_bus_D,gfmi_c_0,"",0.02514444858378366
i_bus_Q,gfmi_c_0,"",0.02239235276096215
v_bus_D,pa_rc_0,"",1.0
v_bus_Q,pa_rc_0,"",0.0
v_bus_D,pa_rc_1,"",1.0055519098293808
v_bus_Q,pa_rc_1,"",-0.00014549098672991996
v_bus_D,pa_rc_2,"",1.0068977898611
v_bus_Q,pa_rc_2,"",-0.003316822040194889
i_br_D,se_rl_0,"",0.01271038081956373
i_br_Q,se_rl_0,"",0.027845367060791323
i_br_D,se_rl_1,"",-0.012572624761417774
i_br_Q,se_rl_1,"",-0.005634972622105173
