name,component,type,init
angle_pc,gfmi_c_1,"",0.0
w_pc,gfmi_c_1,"",0.0
p_pc,gfmi_c_1,"",0.8219182256963815
q_pc,gfmi_c_1,"",0.6461215046425429
pi_vc,gfmi_c_1,"",1.3142042653274002
i_vsc_d,gfmi_c_1,"",1.8209413553679503
i_vsc_q,gfmi_c_1,"",-0.6636255422118938
i_bus_d,gfmi_c_1,"",0.5926363088998429
i_bus_q,gfmi_c_1,"",-0.615946205919222
v_lcl_sh_d,gfmi_c_1,"",1.211422883998852
v_lcl_sh_q,gfmi_c_1,"",-0.1688216246925571
i_bus_d,inf_src_1,"",-0.8284949194318382
i_bus_q,inf_src_1,"",0.1767278376264845
v_bus_D,pa_rc_1,"",1.0
v_bus_Q,pa_rc_1,"",0.0
v_bus_D,pa_rc_2,"",1.0945311886003284
v_bus_Q,pa_rc_2,"",0.14200624747412605
i_br_D,se_rl_1,"",-0.731834448399713
i_br_Q,se_rl_1,"",0.4360642205816562
