bus,scenario,timepoint,local_marginal_price_USDperMWh
1,1,1,10.0
1,1,2,0.01
1,1,3,0.01
2,1,1,10.0
2,1,2,5000.0
2,1,3,0.01
3,1,1,9.999999999999593
3,1,2,5000.0
3,1,3,0.01
4,1,1,9.999999999999593
4,1,2,5000.0
4,1,3,0.009999999999940612
