name,from_bus,to_bus,scenario,timepoint,from_bus_angle_deg,to_bus_angle_deg,DCflow_MW,losses_MW
1,1,2,sc1,1,0.0,-4.060673079637738,249.7167650427273,175.22728030896712
4,2,3,sc1,1,-4.060673079637738,-3.7464117296447834,-50.283234957272754,2.7306760151897604
2,1,4,sc1,1,0.0,-3.28599929195582,186.7883886882213,106.06530253217578
5,3,4,sc1,1,-3.7464117296447834,-3.28599929195582,-26.788388688220994,2.1313247724782833
3,1,5,sc1,1,0.0,0.8388843033736129,-226.50515373094865,32.83493418667564
6,4,5,sc1,1,-3.28599929195582,0.8388843033736129,-239.99999999999997,171.07199999999995
