name,from_bus,to_bus,scenario,timepoint,from_bus_angle_deg,to_bus_angle_deg,DCflow_MW,losses_MW
Y_kron_01,1,3,sc1,1,0.0,0.8080333493539349,-35.902395596013704,5.012134044707489
Y_kron_02,1,4,sc1,1,0.0,-1.840444486002598,104.61769144385102,33.272378543644095
Y_kron_12,3,4,sc1,1,0.8080333493539349,-1.840444486002598,154.09760440398634,70.52583289865099
Y_kron_03,1,5,sc1,1,0.0,0.5878178407816852,-158.71529584783735,16.121948887082585
Y_kron_23,4,5,sc1,1,-1.840444486002598,0.5878178407816852,-141.28470415216262,59.28526185327143
