generator,scenario,Capacity_MW
1321,sc1,6.4646087
1322,sc1,6.4646087
1323,sc1,1.5
1324,sc1,1.0
1325,sc1,1.55150609
1326,sc1,1.68079826
1327,sc1,0.517168696
1328,sc1,1.1
1329,sc1,1.1
1330,sc1,1.1
1331,sc1,0.8
1332,sc1,0.4
1333,sc1,6.4646087
1334,sc1,6.4646087
1335,sc1,6.4646087
1336,sc1,6.4646087
1337,sc1,6.4646087
1338,sc1,6.4646087
1339,sc1,1.29292174
1340,sc1,1.93938261
1341,sc1,150.0
1342,sc1,168.0
1343,sc1,150.0
1344,sc1,1.93938261
1345,sc1,132.0
1346,sc1,1.42221391
1347,sc1,1.42221391
1348,sc1,3.87876522
1349,sc1,1.29292174
1350,sc1,1.8
1351,sc1,0.5
1352,sc1,1.55150609
1353,sc1,1.93938261
1354,sc1,1.29292174
1355,sc1,25.8584348
1356,sc1,25.8584348
1357,sc1,1.42221391
1358,sc1,0.64646087
1359,sc1,0.64646087
1360,sc1,0.64646087
1361,sc1,0.64646087
1362,sc1,0.64646087
1363,sc1,0.64646087
1364,sc1,0.64646087
1365,sc1,0.64646087
1366,sc1,0.64646087
1367,sc1,0.64646087
1368,sc1,198.0
1369,sc1,70.7
1370,sc1,198.0
1371,sc1,70.7
1372,sc1,1.93938261
1373,sc1,143.0
1374,sc1,8.9
1375,sc1,2.58584348
1376,sc1,8.14540696
1377,sc1,102.0
1378,sc1,4.52522609
1379,sc1,2.1
1380,sc1,185.0
1381,sc1,103.9
1382,sc1,0.64646087
1383,sc1,0.775753044
1384,sc1,52.1047461
1385,sc1,39.0462365
1386,sc1,26.1170191
1387,sc1,52.1047461
1388,sc1,52.1047461
1389,sc1,39.0462365
1390,sc1,32.5816278
1391,sc1,32.5816278
1392,sc1,26.1170191
1393,sc1,24.4362209
1394,sc1,29.3493235
1395,sc1,25.8584348
1396,sc1,64.646087
1397,sc1,6.3
1398,sc1,6.3
1399,sc1,6.3
1400,sc1,6.3
1401,sc1,10.5
1402,sc1,32.3230435
1403,sc1,0.5
1404,sc1,0.5
1405,sc1,3.23230435
1406,sc1,5.2
1407,sc1,5.2
1408,sc1,6.7
1409,sc1,2.58584348
1410,sc1,1.29292174
1411,sc1,1.29292174
1412,sc1,1.29292174
1413,sc1,19.0
1414,sc1,2.0
1415,sc1,0.64646087
1416,sc1,0.64646087
1417,sc1,4.5
1418,sc1,1.6
1419,sc1,1.6
1420,sc1,1.0
1421,sc1,1.0
1422,sc1,1.0
1423,sc1,1.6
1424,sc1,1.6
1425,sc1,1.9
1426,sc1,1.93938261
1427,sc1,3.87876522
1428,sc1,48.5
1429,sc1,0.2
1430,sc1,0.2
1431,sc1,0.2
1432,sc1,0.2
1433,sc1,0.2
1434,sc1,0.2
1435,sc1,0.2
1436,sc1,0.2
1437,sc1,0.2
1438,sc1,0.2
1439,sc1,25.8584348
1440,sc1,25.8584348
1441,sc1,0.3
1442,sc1,0.3
1443,sc1,0.3
1444,sc1,4.6
1445,sc1,0.387876522
1446,sc1,0.387876522
1447,sc1,2.58584348
1448,sc1,0.387876522
1449,sc1,1.29292174
1450,sc1,1.68079826
1451,sc1,1.4
1452,sc1,4.8
1453,sc1,4.8
1454,sc1,3.8
1455,sc1,25.8584348
1456,sc1,3.23230435
1457,sc1,12.9292174
1458,sc1,4.0
1459,sc1,3.23230435
1460,sc1,1.5
1461,sc1,1.5
1462,sc1,1.5
1463,sc1,1.93938261
1464,sc1,1.29292174
1465,sc1,6.0
1466,sc1,1.29292174
1467,sc1,2.45655131
1468,sc1,4.52522609
1469,sc1,4.0
1470,sc1,4.0
1471,sc1,2.06867478
1472,sc1,0.4
1473,sc1,0.4
1474,sc1,0.4
1475,sc1,4.6
1476,sc1,4.6
1477,sc1,1.93938261
1478,sc1,1.93938261
1479,sc1,1.0
1480,sc1,1.1
1481,sc1,1.1
1482,sc1,1.1
1483,sc1,1.1
1484,sc1,1.1
1485,sc1,1.1
1486,sc1,1.1
1487,sc1,1.93938261
1488,sc1,1.93938261
1489,sc1,0.905045218
1490,sc1,1.29292174
1491,sc1,1.29292174
1492,sc1,1.93938261
1493,sc1,1.93938261
1494,sc1,0.64646087
1495,sc1,1.93938261
1496,sc1,1.93938261
1497,sc1,1.93938261
1498,sc1,1.29292174
1499,sc1,1.29292174
1500,sc1,1.29292174
1501,sc1,1.93938261
1502,sc1,1.6
1503,sc1,1.93938261
1504,sc1,1.93938261
1505,sc1,26.1170191
1506,sc1,1.29292174
1507,sc1,3.23230435
1508,sc1,25.8584348
1509,sc1,25.8584348
1510,sc1,1.93938261
1511,sc1,1.5
1512,sc1,50.4239479
1513,sc1,69.817774
1514,sc1,69.817774
1515,sc1,75.6359218
1516,sc1,42.6664174
1517,sc1,19.3938261
1518,sc1,83.3934522
1519,sc1,25.2119739
1520,sc1,77.5753044
1521,sc1,71.7571566
1522,sc1,62.0602435
1523,sc1,56.2420957
1524,sc1,67.8783914
1525,sc1,138.0
1526,sc1,90.0
1527,sc1,1.4
1528,sc1,6.4646087
1529,sc1,6.4646087
1530,sc1,4.6
1531,sc1,4.6
1532,sc1,4.6
1533,sc1,4.6
1534,sc1,4.6
1535,sc1,44.2179235
1536,sc1,34.3917183
1537,sc1,44.2179235
1538,sc1,44.2179235
1539,sc1,24.5655131
1540,sc1,34.3917183
1541,sc1,4.4
1542,sc1,4.4
1543,sc1,4.4
1544,sc1,2.2
1545,sc1,2.2
1546,sc1,2.2
1547,sc1,2.2
1548,sc1,0.4
1549,sc1,0.4
1550,sc1,0.4
1551,sc1,0.4
1552,sc1,0.4
1553,sc1,0.4
1554,sc1,1.29292174
1555,sc1,1.29292174
1556,sc1,1.93938261
1557,sc1,1.93938261
1558,sc1,1.93938261
1559,sc1,1.29292174
1560,sc1,1.29292174
1561,sc1,1.93938261
1562,sc1,1.93938261
1563,sc1,1.29292174
1564,sc1,1.93938261
1565,sc1,1.93938261
1566,sc1,1.93938261
1567,sc1,1.93938261
1568,sc1,0.64646087
1569,sc1,54.1734209
1570,sc1,27.1513565
1571,sc1,51.1997009
1572,sc1,40.5977426
1573,sc1,40.5977426
1574,sc1,34.7795948
1575,sc1,54.1734209
1576,sc1,47.1916435
1577,sc1,190.576664
1578,sc1,22.5
1579,sc1,25.8584348
1580,sc1,25.8584348
1581,sc1,6.4646087
1582,sc1,12.9292174
1583,sc1,5.17168696
1584,sc1,1.93938261
1585,sc1,1.93938261
1586,sc1,1.29292174
1587,sc1,5.17168696
1588,sc1,2.97372
1589,sc1,1.29292174
1590,sc1,1.29292174
1591,sc1,1.1
1592,sc1,1.29292174
1593,sc1,5.17168696
1594,sc1,50.55324
1595,sc1,50.55324
1596,sc1,34.2624261
1597,sc1,17.9716122
1598,sc1,29.3493235
1599,sc1,37.4947305
1600,sc1,37.4947305
1601,sc1,32.5816278
1602,sc1,32.5816278
1603,sc1,7.36965392
1604,sc1,1.93938261
1605,sc1,1.29292174
1606,sc1,1.93938261
1607,sc1,0.5
1608,sc1,2.0
1609,sc1,2.19796696
1610,sc1,23.9190522
1611,sc1,0.5
1612,sc1,0.5
1613,sc1,0.5
1614,sc1,1.93938261
1615,sc1,1.93938261
1616,sc1,1.93938261
1617,sc1,1.93938261
1618,sc1,23.2725913
1619,sc1,0.5
1620,sc1,0.5
1621,sc1,25.8584348
1622,sc1,1.4
1623,sc1,2.0
1624,sc1,1.29292174
1625,sc1,0.64646087
1626,sc1,25.8584348
1627,sc1,12.9292174
1628,sc1,1.29292174
1629,sc1,1.29292174
1630,sc1,1.29292174
1631,sc1,1.93938261
1632,sc1,1.93938261
1633,sc1,1.29292174
1634,sc1,1.93938261
1635,sc1,0.64646087
1636,sc1,1.0
1637,sc1,1.0
1638,sc1,15.5150609
1639,sc1,25.8584348
1640,sc1,79.6439792
1641,sc1,15.5150609
1642,sc1,10.3433739
1643,sc1,1.29292174
1644,sc1,6.4646087
1645,sc1,1.93938261
1646,sc1,1.93938261
1647,sc1,1.93938261
1648,sc1,1.93938261
1649,sc1,1.93938261
1650,sc1,1.29292174
1651,sc1,1.93938261
1652,sc1,2.58584348
1653,sc1,1.93938261
1654,sc1,1.93938261
1655,sc1,2.58584348
1656,sc1,2.58584348
1657,sc1,1.93938261
1658,sc1,1.93938261
1659,sc1,1.93938261
1660,sc1,1.55150609
1661,sc1,3.23230435
1662,sc1,6.4646087
1663,sc1,2.58584348
1664,sc1,6.4646087
1665,sc1,2.32725913
1666,sc1,1.93938261
1667,sc1,1.68079826
1668,sc1,1.29292174
1669,sc1,1.1
1670,sc1,1.1
1671,sc1,1.1
1672,sc1,1.1
1673,sc1,1.29292174
1674,sc1,25.5998505
1675,sc1,131.878017
1676,sc1,1.5
1677,sc1,58.1814783
1678,sc1,24.5655131
1679,sc1,25.8584348
1680,sc1,25.8584348
1681,sc1,19.3938261
1682,sc1,131.8
1683,sc1,131.8
1684,sc1,131.8
1685,sc1,131.8
1686,sc1,131.8
1687,sc1,1.29292174
1688,sc1,15.5150609
1689,sc1,25.8584348
1690,sc1,1.93938261
1691,sc1,1.29292174
1692,sc1,1.29292174
1693,sc1,1.29292174
1694,sc1,1.29292174
1695,sc1,1.42221391
1696,sc1,1.68079826
1697,sc1,1.42221391
1698,sc1,1.42221391
1699,sc1,1.42221391
1700,sc1,1.42221391
1701,sc1,1.93938261
1702,sc1,1.93938261
1703,sc1,1.93938261
1704,sc1,25.8584348
1705,sc1,1.93938261
1706,sc1,1.93938261
1707,sc1,1.93938261
1708,sc1,1.93938261
1709,sc1,1.93938261
1710,sc1,19.8
1711,sc1,99.0
1712,sc1,25.8584348
1713,sc1,25.8584348
1714,sc1,2.0
1715,sc1,4.0
1716,sc1,1.0
1717,sc1,6.4646087
1718,sc1,1.93938261
1719,sc1,1.93938261
1720,sc1,1.93938261
1721,sc1,1.93938261
1722,sc1,1.93938261
1723,sc1,1.93938261
1724,sc1,12.9292174
1725,sc1,1.1
1726,sc1,1.1
1727,sc1,1.29292174
1728,sc1,2.0
1729,sc1,2.0
1730,sc1,1.93938261
1731,sc1,1.93938261
1732,sc1,25.8584348
1733,sc1,1.93938261
1734,sc1,1.0
1735,sc1,1.0
1736,sc1,1.0
1737,sc1,1.6
1738,sc1,23.2725913
1739,sc1,139.635548
1740,sc1,1.93938261
1741,sc1,1.29292174
1742,sc1,1.29292174
1743,sc1,1.68079826
1744,sc1,25.8584348
1745,sc1,1.29292174
1746,sc1,1.93938261
1747,sc1,1.93938261
1748,sc1,25.8584348
1749,sc1,25.5998505
1750,sc1,25.8584348
1751,sc1,2.71513565
1752,sc1,1.93938261
1753,sc1,1.93938261
1754,sc1,1.93938261
1755,sc1,1.4
1756,sc1,0.1
1757,sc1,25.8584348
1758,sc1,9.05045218
1759,sc1,25.8584348
1760,sc1,25.8584348
1761,sc1,4.6
1762,sc1,4.6
1763,sc1,4.6
1764,sc1,4.6
1765,sc1,3.4
1766,sc1,3.4
1767,sc1,3.4
1768,sc1,3.4
1769,sc1,3.4
1770,sc1,3.4
1771,sc1,3.4
1772,sc1,25.8584348
1773,sc1,18.6180731
1774,sc1,77.5753044
1775,sc1,25.8584348
1776,sc1,258.584348
1777,sc1,25.8584348
1778,sc1,1.93938261
1779,sc1,1.93938261
1780,sc1,1.93938261
1781,sc1,2.32725913
1782,sc1,1.93938261
1783,sc1,2.58584348
1784,sc1,25.8584348
1785,sc1,4.0
1786,sc1,3.23230435
1787,sc1,1.29292174
1788,sc1,18.1009044
1789,sc1,25.8584348
1790,sc1,25.8584348
1791,sc1,25.8584348
1792,sc1,25.8584348
1793,sc1,25.8584348
1794,sc1,2.06867478
1795,sc1,8.0
1796,sc1,1.93938261
1797,sc1,1.29292174
1798,sc1,25.8584348
1799,sc1,38.7876522
1800,sc1,2.58584348
1801,sc1,6.4646087
1802,sc1,3.87876522
1803,sc1,25.8584348
1804,sc1,2.58584348
1805,sc1,1.55150609
1806,sc1,1.68079826
1807,sc1,1.1
1808,sc1,1.1
1809,sc1,1.1
1810,sc1,1.1
1811,sc1,1.1
1812,sc1,25.8584348
1813,sc1,16.8079826
1814,sc1,1.4
1815,sc1,25.8584348
1816,sc1,195.360475
1817,sc1,25.8584348
1818,sc1,25.8584348
1819,sc1,1.29292174
1820,sc1,1.93938261
1821,sc1,1.81009044
1822,sc1,1.6
1823,sc1,1.6
1824,sc1,1.6
1825,sc1,1.6
1826,sc1,1.6
1827,sc1,25.8584348
1828,sc1,25.8584348
1829,sc1,25.8584348
1830,sc1,51.7168696
1831,sc1,129.292174
1832,sc1,96.9691305
1833,sc1,1.93938261
1834,sc1,24.8240974
1835,sc1,19.3938261
1836,sc1,3.87876522
1837,sc1,1.29292174
1838,sc1,168.079826
1839,sc1,193.938261
1840,sc1,9.4383287
1841,sc1,25.8584348
1842,sc1,51.7168696
1843,sc1,85.9
1844,sc1,2.71513565
1845,sc1,0.775753044
1846,sc1,0.64646087
1847,sc1,20.4281635
1848,sc1,25.8584348
1849,sc1,25.8584348
1850,sc1,19.3938261
1851,sc1,25.8584348
1852,sc1,4.78381044
1853,sc1,3.87876522
1854,sc1,25.8584348
1855,sc1,42.9250018
1856,sc1,43.830047
1857,sc1,41.3734957
1858,sc1,41.5027879
1859,sc1,50.0360713
1860,sc1,46.9330592
1861,sc1,44.9936766
1862,sc1,1.4
1863,sc1,1.93938261
1864,sc1,1.68079826
1865,sc1,1.55150609
1866,sc1,1.29292174
1867,sc1,2.58584348
1868,sc1,2.58584348
1869,sc1,109.898348
1870,sc1,64.646087
1871,sc1,6.4646087
1872,sc1,4.26664174
1873,sc1,0.8
1874,sc1,0.8
1875,sc1,1.1
1876,sc1,1.1
1877,sc1,2.0
1878,sc1,5.81814783
1879,sc1,239.319814
1880,sc1,38.7876522
1881,sc1,12.9292174
1882,sc1,2.58584348
1883,sc1,1.29292174
1884,sc1,1.93938261
1885,sc1,25.8584348
1886,sc1,25.8584348
1887,sc1,3.87876522
1888,sc1,25.8584348
1889,sc1,14.7393078
1890,sc1,25.8584348
1891,sc1,139.506256
1892,sc1,64.646087
1893,sc1,1.4
1894,sc1,26.1170191
1895,sc1,5.17168696
1896,sc1,2.84442783
1897,sc1,1.42221391
1898,sc1,25.8584348
1899,sc1,25.8584348
1900,sc1,25.8584348
1901,sc1,1.5
1902,sc1,116.362957
1903,sc1,3.87876522
1904,sc1,3.87876522
1905,sc1,25.8584348
1906,sc1,0.5
1907,sc1,1.0
1908,sc1,0.5
1909,sc1,1.0
1910,sc1,1.0
1911,sc1,7.5
1912,sc1,30.0
1913,sc1,1.6
1914,sc1,69.817774
1915,sc1,69.817774
1916,sc1,131.1
1917,sc1,10.0
1918,sc1,10.0
1919,sc1,25.5998505
1920,sc1,1.93938261
1921,sc1,3.87876522
1922,sc1,2.58584348
1923,sc1,2.0
1924,sc1,3.87876522
1925,sc1,1.29292174
1926,sc1,96.7105462
1927,sc1,4.91310261
1928,sc1,2.97372
1929,sc1,1.42221391
1930,sc1,3.4908887
1931,sc1,12.2827565
1932,sc1,3.87876522
1933,sc1,1.0
1934,sc1,11.0
1935,sc1,11.0
1936,sc1,11.0
1937,sc1,2.0
1938,sc1,25.8584348
1939,sc1,1.29292174
1940,sc1,2.45655131
1941,sc1,25.8584348
1942,sc1,2.45655131
1943,sc1,5.55956348
1944,sc1,9.05045218
1945,sc1,13.5756783
1946,sc1,4.8
1947,sc1,1.9
1948,sc1,2.0
1949,sc1,1.29292174
1950,sc1,1.29292174
1951,sc1,6.85248522
1952,sc1,1.29292174
1953,sc1,6.72319305
1954,sc1,1.3
1955,sc1,1.3
1956,sc1,4.52522609
1957,sc1,3.87876522
1958,sc1,3.87876522
1959,sc1,46.0
1960,sc1,3.74947305
1961,sc1,13.8342626
1962,sc1,135.756783
1963,sc1,25.8584348
1964,sc1,1.42221391
1965,sc1,3.87876522
1966,sc1,2.97372
1967,sc1,2.84442783
1968,sc1,3.87876522
1969,sc1,2.58584348
1970,sc1,3.87876522
1971,sc1,1.93938261
1972,sc1,1.8
1973,sc1,1.8
1974,sc1,1.8
1975,sc1,25.8584348
1976,sc1,29.0907392
1977,sc1,1.0
1978,sc1,1.0
1979,sc1,1.0
1980,sc1,128.7
1981,sc1,43.2
1982,sc1,21.6
1983,sc1,2.32725913
1984,sc1,3.74947305
1985,sc1,5.81814783
1986,sc1,6.4646087
1987,sc1,1.93938261
1988,sc1,1.42221391
1989,sc1,40.0
1990,sc1,1.29292174
1991,sc1,1.29292174
1992,sc1,1.68079826
1993,sc1,1.93938261
1994,sc1,1.0
1995,sc1,1.0
1996,sc1,4.5
1997,sc1,2.5
1998,sc1,3.3
1999,sc1,137.95475
2000,sc1,3.3
2001,sc1,3.3
2002,sc1,1.29292174
2003,sc1,1.29292174
2004,sc1,3.87876522
2005,sc1,1.29292174
2006,sc1,1.29292174
2007,sc1,2.8
2008,sc1,1.29292174
2009,sc1,1.29292174
2010,sc1,0.775753044
2011,sc1,0.387876522
2012,sc1,5.55956348
2013,sc1,0.5
2014,sc1,1.81009044
2015,sc1,129.292174
2016,sc1,5.17168696
2017,sc1,4.39593392
2018,sc1,5.81814783
2019,sc1,38.7876522
2020,sc1,3.87876522
2021,sc1,1.93938261
2022,sc1,5.17168696
2023,sc1,4.8
2024,sc1,4.8
2025,sc1,1.68079826
2026,sc1,2.97372
2027,sc1,1.93938261
2028,sc1,1.81009044
2029,sc1,2.45655131
2030,sc1,1.55150609
2031,sc1,143.772897
2032,sc1,2.06867478
2033,sc1,1.0
2034,sc1,1.0
2035,sc1,1.0
2036,sc1,2.0
2037,sc1,1.0
2038,sc1,1.0
2039,sc1,1.0
2040,sc1,1.0
2041,sc1,1.0
2042,sc1,1.0
2043,sc1,1.0
2044,sc1,1.0
2045,sc1,2.58584348
2046,sc1,1.55150609
2047,sc1,8.14540696
2048,sc1,9.82620522
2049,sc1,2.0
2050,sc1,2.8
2051,sc1,1.29292174
2052,sc1,1.29292174
2053,sc1,1.29292174
2054,sc1,4.00805739
2055,sc1,2.19796696
2056,sc1,2.4
2057,sc1,2.6
2058,sc1,2.2
2059,sc1,1.4
2060,sc1,1.0
2061,sc1,2.5
2062,sc1,2.3
2063,sc1,2.4
2064,sc1,2.1
2065,sc1,1.8
2066,sc1,2.0
2067,sc1,1.5
2068,sc1,2.0
2069,sc1,1.68079826
2070,sc1,1.81009044
2071,sc1,3.87876522
2072,sc1,3.87876522
2073,sc1,2.58584348
2074,sc1,33.5
2075,sc1,1.55150609
2076,sc1,1.29292174
2077,sc1,1.29292174
2078,sc1,1.55150609
2079,sc1,4.52522609
2080,sc1,1.0
2081,sc1,2.8
2082,sc1,0.64646087
2083,sc1,0.64646087
2084,sc1,2.19796696
2085,sc1,3.23230435
2086,sc1,2.45655131
2087,sc1,3.5
2088,sc1,1.0
2089,sc1,2.0
2090,sc1,1.0
2091,sc1,1.2
2092,sc1,1.5
2093,sc1,1.2
2094,sc1,2.5
2095,sc1,1.0
2096,sc1,2.0
2097,sc1,1.0
2098,sc1,4.9
2099,sc1,1.3
2100,sc1,1.42221391
2101,sc1,2.6
2102,sc1,5.17168696
2103,sc1,1.16362957
2104,sc1,1.2
2105,sc1,1.0
2106,sc1,0.9
2107,sc1,0.3
2108,sc1,1.2
2109,sc1,1.2
2110,sc1,2.0
2111,sc1,1.4
2112,sc1,1.8
2113,sc1,2.0
2114,sc1,2.0
2115,sc1,1.1
2116,sc1,2.0
2117,sc1,2.5
2118,sc1,1.5
2119,sc1,1.6
2120,sc1,1.0
2121,sc1,1.5
2122,sc1,0.5
2123,sc1,1.93938261
2124,sc1,200.0
2125,sc1,200.0
2126,sc1,200.0
2127,sc1,200.0
2128,sc1,200.0
2129,sc1,200.0
2130,sc1,200.0
2131,sc1,200.0
2132,sc1,200.0
2133,sc1,200.0
2134,sc1,200.0
2135,sc1,200.0
2136,sc1,200.0
2137,sc1,200.0
2138,sc1,200.0
2139,sc1,200.0
2140,sc1,200.0
2141,sc1,200.0
2142,sc1,200.0
2143,sc1,200.0
2144,sc1,200.0
2145,sc1,200.0
2146,sc1,200.0
2147,sc1,200.0
2148,sc1,200.0
2149,sc1,200.0
2150,sc1,0.0
2151,sc1,0.0
2152,sc1,0.0
2153,sc1,0.0
2154,sc1,0.0
2155,sc1,0.0
2156,sc1,0.0
2157,sc1,0.0
2158,sc1,0.0
2159,sc1,0.0
2160,sc1,0.0
2161,sc1,0.0
2162,sc1,0.0
2163,sc1,0.0
2164,sc1,0.0
2165,sc1,0.0
2166,sc1,0.0
2167,sc1,0.0
2168,sc1,0.0
2169,sc1,0.0
2170,sc1,0.0
2171,sc1,0.0
2172,sc1,0.0
2173,sc1,0.0
2174,sc1,0.0
2175,sc1,0.0
2176,sc1,0.0
2177,sc1,0.0
2178,sc1,0.0
2179,sc1,0.0
2180,sc1,0.0
2181,sc1,0.0
2182,sc1,0.0
2183,sc1,0.0
2184,sc1,0.0
2185,sc1,0.0
2186,sc1,0.0
2187,sc1,0.0
2188,sc1,0.0
2189,sc1,0.0
2190,sc1,0.0
2191,sc1,0.0
2192,sc1,0.0
2193,sc1,0.0
2194,sc1,0.0
2195,sc1,0.0
2196,sc1,0.0
2197,sc1,0.0
2198,sc1,0.0
2199,sc1,0.0
2200,sc1,0.0
2201,sc1,0.0
2202,sc1,0.0
2203,sc1,0.0
2204,sc1,0.0
2205,sc1,0.0
2206,sc1,0.0
2207,sc1,0.0
2208,sc1,0.0
2209,sc1,0.0
2210,sc1,0.0
2211,sc1,0.0
2212,sc1,0.0
2213,sc1,0.0
2214,sc1,0.0
2215,sc1,0.0
2216,sc1,0.0
2217,sc1,0.0
2218,sc1,0.0
2219,sc1,0.0
2220,sc1,0.0
2221,sc1,0.0
2222,sc1,0.0
2223,sc1,0.0
2224,sc1,0.0
2225,sc1,0.0
2226,sc1,0.0
2227,sc1,0.0
2228,sc1,0.0
2229,sc1,0.0
2230,sc1,0.0
2231,sc1,0.0
2232,sc1,0.0
2233,sc1,0.0
2234,sc1,0.0
2235,sc1,0.0
2236,sc1,0.0
2237,sc1,0.0
2238,sc1,0.0
2239,sc1,0.0
2240,sc1,0.0
2241,sc1,0.0
2242,sc1,0.0
2243,sc1,0.0
2244,sc1,0.0
2245,sc1,0.0
2246,sc1,0.0
2247,sc1,0.0
2248,sc1,0.0
2249,sc1,0.0
2250,sc1,0.0
2251,sc1,0.0
2252,sc1,0.0
2253,sc1,0.0
2254,sc1,0.0
2255,sc1,0.0
2256,sc1,0.0
2257,sc1,0.0
2258,sc1,0.0
2259,sc1,0.0
2260,sc1,0.0
2261,sc1,0.0
2262,sc1,0.0
2263,sc1,0.0
2264,sc1,0.0
2265,sc1,0.0
2266,sc1,0.0
2267,sc1,0.0
2268,sc1,0.0
2269,sc1,0.0
2270,sc1,0.0
2271,sc1,0.0
2272,sc1,0.0
2273,sc1,0.0
2274,sc1,0.0
2275,sc1,0.0
2276,sc1,0.0
2277,sc1,0.0
2278,sc1,0.0
2279,sc1,0.0
2280,sc1,0.0
2281,sc1,0.0
2282,sc1,0.0
2283,sc1,0.0
2284,sc1,0.0
2285,sc1,0.0
2286,sc1,0.0
2287,sc1,0.0
2288,sc1,0.0
2289,sc1,0.0
2290,sc1,0.0
2291,sc1,0.0
2292,sc1,0.0
2293,sc1,0.0
2294,sc1,0.0
2295,sc1,0.0
2296,sc1,0.0
2297,sc1,0.0
2298,sc1,0.0
2299,sc1,0.0
2300,sc1,0.0
2301,sc1,0.0
2302,sc1,0.0
2303,sc1,0.0
2304,sc1,0.0
2305,sc1,0.0
2306,sc1,0.0
2307,sc1,0.0
2308,sc1,0.0
2309,sc1,0.0
2310,sc1,0.0
2311,sc1,0.0
2312,sc1,0.0
2313,sc1,0.0
2314,sc1,0.0
2315,sc1,0.0
2316,sc1,0.0
2317,sc1,0.0
2318,sc1,0.0
2319,sc1,0.0
2320,sc1,0.0
2321,sc1,0.0
2322,sc1,0.0
2323,sc1,0.0
2324,sc1,0.0
2325,sc1,0.0
2326,sc1,0.0
2327,sc1,0.0
2328,sc1,0.0
2329,sc1,0.0
2330,sc1,0.0
2331,sc1,0.0
2332,sc1,0.0
2333,sc1,0.0
2334,sc1,0.0
2335,sc1,0.0
2336,sc1,0.0
2337,sc1,0.0
2338,sc1,0.0
2339,sc1,0.0
2340,sc1,0.0
2341,sc1,0.0
2342,sc1,0.0
2343,sc1,0.0
2344,sc1,0.0
2345,sc1,0.0
2346,sc1,0.0
2347,sc1,0.0
2348,sc1,0.0
2349,sc1,0.0
2350,sc1,0.0
2351,sc1,0.0
2352,sc1,0.0
2353,sc1,0.0
2354,sc1,0.0
2355,sc1,0.0
2356,sc1,0.0
2357,sc1,0.0
2358,sc1,0.0
2359,sc1,0.0
2360,sc1,0.0
2361,sc1,0.0
2362,sc1,0.0
2363,sc1,0.0
2364,sc1,0.0
2365,sc1,0.0
2366,sc1,0.0
2367,sc1,0.0
2368,sc1,0.0
2369,sc1,0.0
2370,sc1,0.0
2371,sc1,0.0
2372,sc1,0.0
2373,sc1,0.0
2374,sc1,0.0
2375,sc1,0.0
2376,sc1,0.0
2377,sc1,0.0
2378,sc1,0.0
2379,sc1,0.0
2380,sc1,0.0
2381,sc1,0.0
2382,sc1,0.0
2383,sc1,0.0
2384,sc1,0.0
2385,sc1,0.0
2386,sc1,0.0
2387,sc1,0.0
2388,sc1,0.0
2389,sc1,0.0
2390,sc1,0.0
2391,sc1,0.0
2392,sc1,0.0
2393,sc1,0.0
2394,sc1,0.0
2395,sc1,0.0
2396,sc1,0.0
2397,sc1,0.0
2398,sc1,0.0
2399,sc1,0.0
2400,sc1,0.0
2401,sc1,0.0
2402,sc1,0.0
2403,sc1,0.0
2404,sc1,0.0
2405,sc1,0.0
2406,sc1,0.0
2407,sc1,0.0
2408,sc1,0.0
2409,sc1,0.0
2410,sc1,0.0
2411,sc1,0.0
2412,sc1,0.0
2413,sc1,0.0
2414,sc1,0.0
2415,sc1,0.0
2416,sc1,0.0
2417,sc1,0.0
2418,sc1,0.0
2419,sc1,0.0
2420,sc1,0.0
2421,sc1,0.0
2422,sc1,0.0
2423,sc1,0.0
2424,sc1,0.0
2425,sc1,0.0
2426,sc1,0.0
2427,sc1,0.0
2428,sc1,0.0
2429,sc1,0.0
2430,sc1,0.0
2431,sc1,0.0
2432,sc1,0.0
2433,sc1,0.0
2434,sc1,0.0
2435,sc1,0.0
2436,sc1,0.0
2437,sc1,0.0
2438,sc1,0.0
2439,sc1,0.0
2440,sc1,0.0
2441,sc1,0.0
2442,sc1,0.0
2443,sc1,0.0
2444,sc1,0.0
2445,sc1,0.0
2446,sc1,0.0
2447,sc1,0.0
2448,sc1,0.0
2449,sc1,0.0
2450,sc1,0.0
2451,sc1,0.0
2452,sc1,0.0
2453,sc1,0.0
2454,sc1,0.0
2455,sc1,0.0
2456,sc1,0.0
2457,sc1,0.0
2458,sc1,0.0
2459,sc1,0.0
2460,sc1,0.0
2461,sc1,0.0
2462,sc1,0.0
2463,sc1,0.0
2464,sc1,0.0
2465,sc1,0.0
2466,sc1,0.0
2467,sc1,0.0
2468,sc1,0.0
2469,sc1,0.0
2470,sc1,0.0
2471,sc1,0.0
2472,sc1,0.0
2473,sc1,0.0
2474,sc1,0.0
2475,sc1,0.0
2476,sc1,0.0
2477,sc1,0.0
2478,sc1,0.0
2479,sc1,0.0
2480,sc1,0.0
2481,sc1,0.0
2482,sc1,0.0
2483,sc1,0.0
2484,sc1,0.0
2485,sc1,0.0
2486,sc1,0.0
2487,sc1,0.0
2488,sc1,0.0
2489,sc1,0.0
2490,sc1,0.0
2491,sc1,0.0
2492,sc1,0.0
2493,sc1,0.0
2494,sc1,0.0
2495,sc1,0.0
2496,sc1,0.0
2497,sc1,0.0
2498,sc1,0.0
2499,sc1,0.0
