generator,scenario,Capacity_MW
2500,sc1,0.0
2501,sc1,0.0
2502,sc1,0.0
2503,sc1,0.0
2504,sc1,0.0
2505,sc1,0.0
2506,sc1,0.0
2507,sc1,0.0
2508,sc1,0.0
2509,sc1,0.0
2510,sc1,0.0
2511,sc1,0.0
2512,sc1,0.0
2513,sc1,0.0
2514,sc1,0.0
2515,sc1,0.0
2516,sc1,0.0
2517,sc1,0.0
2518,sc1,0.0
2519,sc1,0.0
2520,sc1,0.0
2521,sc1,0.0
2522,sc1,0.0
2523,sc1,0.0
2524,sc1,0.0
2525,sc1,0.0
2526,sc1,0.0
2527,sc1,0.0
2528,sc1,0.0
2529,sc1,0.0
2530,sc1,0.0
2531,sc1,0.0
2532,sc1,0.0
2533,sc1,0.0
2534,sc1,0.0
2535,sc1,0.0
2536,sc1,0.0
2537,sc1,0.0
2538,sc1,0.0
2539,sc1,0.0
2540,sc1,0.0
2541,sc1,0.0
2542,sc1,0.0
2543,sc1,0.0
2544,sc1,0.0
2545,sc1,0.0
2546,sc1,0.0
2547,sc1,0.0
2548,sc1,0.0
2549,sc1,0.0
2550,sc1,0.0
2551,sc1,0.0
2552,sc1,0.0
2553,sc1,0.0
2554,sc1,0.0
2555,sc1,0.0
2556,sc1,0.0
2557,sc1,0.0
2558,sc1,0.0
2559,sc1,0.0
2560,sc1,0.0
2561,sc1,0.0
2562,sc1,0.0
2563,sc1,0.0
2564,sc1,0.0
2565,sc1,0.0
2566,sc1,0.0
2567,sc1,0.0
2568,sc1,0.0
2569,sc1,0.0
2570,sc1,0.0
2571,sc1,0.0
2572,sc1,0.0
2573,sc1,0.0
2574,sc1,0.0
2575,sc1,0.0
2576,sc1,0.0
2577,sc1,0.0
2578,sc1,0.0
2579,sc1,0.0
2580,sc1,0.0
2581,sc1,0.0
2582,sc1,0.0
2583,sc1,0.0
2584,sc1,0.0
2585,sc1,0.0
2586,sc1,0.0
2587,sc1,0.0
2588,sc1,0.0
2589,sc1,0.0
2590,sc1,0.0
2591,sc1,0.0
2592,sc1,0.0
2593,sc1,0.0
2594,sc1,0.0
2595,sc1,0.0
2596,sc1,0.0
2597,sc1,0.0
2598,sc1,0.0
2599,sc1,0.0
2600,sc1,0.0
2601,sc1,0.0
2602,sc1,0.0
2603,sc1,0.0
2604,sc1,0.0
2605,sc1,0.0
2606,sc1,0.0
2607,sc1,0.0
2608,sc1,0.0
2609,sc1,0.0
2610,sc1,0.0
2611,sc1,0.0
2612,sc1,0.0
2613,sc1,0.0
2614,sc1,0.0
2615,sc1,0.0
2616,sc1,0.0
2617,sc1,0.0
2618,sc1,0.0
2619,sc1,0.0
2620,sc1,0.0
2621,sc1,0.0
2622,sc1,0.0
2623,sc1,0.0
2624,sc1,0.0
2625,sc1,0.0
2626,sc1,0.0
2627,sc1,0.0
2628,sc1,0.0
2629,sc1,0.0
2630,sc1,0.0
2631,sc1,0.0
2632,sc1,0.0
2633,sc1,0.0
2634,sc1,0.0
2635,sc1,0.0
2636,sc1,0.0
2637,sc1,0.0
2638,sc1,0.0
2639,sc1,0.0
2640,sc1,0.0
2641,sc1,0.0
2642,sc1,0.0
2643,sc1,0.0
2644,sc1,0.0
2645,sc1,0.0
2646,sc1,0.0
2647,sc1,0.0
2648,sc1,0.0
2649,sc1,0.0
2650,sc1,0.0
2651,sc1,0.0
2652,sc1,0.0
2653,sc1,0.0
2654,sc1,0.0
2655,sc1,0.0
2656,sc1,0.0
2657,sc1,0.0
2658,sc1,0.0
2659,sc1,0.0
2660,sc1,0.0
2661,sc1,0.0
2662,sc1,0.0
2663,sc1,0.0
2664,sc1,0.0
2665,sc1,0.0
2666,sc1,0.0
2667,sc1,0.0
2668,sc1,0.0
2669,sc1,0.0
2670,sc1,0.0
2671,sc1,0.0
2672,sc1,0.0
2673,sc1,0.0
2674,sc1,0.0
2675,sc1,0.0
2676,sc1,0.0
2677,sc1,0.0
2678,sc1,0.0
2679,sc1,0.0
2680,sc1,0.0
2681,sc1,0.0
2682,sc1,0.0
2683,sc1,0.0
2684,sc1,0.0
2685,sc1,0.0
2686,sc1,0.0
2687,sc1,0.0
2688,sc1,0.0
2689,sc1,0.0
2690,sc1,0.0
2691,sc1,0.0
2692,sc1,0.0
2693,sc1,0.0
2694,sc1,0.0
2695,sc1,0.0
2696,sc1,0.0
2697,sc1,0.0
2698,sc1,0.0
2699,sc1,0.0
2700,sc1,0.0
2701,sc1,0.0
2702,sc1,0.0
2703,sc1,0.0
2704,sc1,0.0
2705,sc1,0.0
2706,sc1,0.0
2707,sc1,0.0
2708,sc1,0.0
2709,sc1,0.0
2710,sc1,0.0
2711,sc1,0.0
2712,sc1,0.0
2713,sc1,0.0
2714,sc1,0.0
2715,sc1,0.0
2716,sc1,0.0
2717,sc1,0.0
2718,sc1,0.0
2719,sc1,0.0
2720,sc1,0.0
2721,sc1,0.0
2722,sc1,0.0
2723,sc1,0.0
2724,sc1,0.0
2725,sc1,0.0
2726,sc1,0.0
2727,sc1,0.0
2728,sc1,0.0
2729,sc1,0.0
2730,sc1,0.0
2731,sc1,0.0
2732,sc1,0.0
2733,sc1,0.0
2734,sc1,0.0
2735,sc1,0.0
2736,sc1,0.0
2737,sc1,0.0
2738,sc1,0.0
2739,sc1,0.0
2740,sc1,0.0
2741,sc1,0.0
2742,sc1,0.0
2743,sc1,0.0
2744,sc1,0.0
2745,sc1,0.0
2746,sc1,0.0
2747,sc1,0.0
2748,sc1,0.0
2749,sc1,0.0
2750,sc1,0.0
2751,sc1,0.0
2752,sc1,0.0
2753,sc1,0.0
2754,sc1,0.0
2755,sc1,0.0
2756,sc1,0.0
2757,sc1,0.0
2758,sc1,0.0
2759,sc1,0.0
2760,sc1,0.0
2761,sc1,0.0
2762,sc1,0.0
2763,sc1,0.0
2764,sc1,0.0
2765,sc1,0.0
2766,sc1,0.0
2767,sc1,0.0
2768,sc1,0.0
2769,sc1,0.0
2770,sc1,0.0
2771,sc1,0.0
2772,sc1,0.0
2773,sc1,0.0
2774,sc1,0.0
2775,sc1,0.0
2776,sc1,0.0
2777,sc1,0.0
2778,sc1,0.0
2779,sc1,0.0
2780,sc1,0.0
2781,sc1,0.0
2782,sc1,0.0
2783,sc1,0.0
2784,sc1,0.0
2785,sc1,0.0
2786,sc1,0.0
2787,sc1,0.0
2788,sc1,0.0
2789,sc1,0.0
2790,sc1,0.0
2791,sc1,0.0
2792,sc1,0.0
2793,sc1,0.0
2794,sc1,0.0
2795,sc1,0.0
2796,sc1,0.0
2797,sc1,0.0
2798,sc1,0.0
2799,sc1,0.0
2800,sc1,0.0
2801,sc1,0.0
2802,sc1,0.0
2803,sc1,0.0
2804,sc1,0.0
2805,sc1,0.0
2806,sc1,0.0
2807,sc1,0.0
2808,sc1,0.0
2809,sc1,0.0
2810,sc1,0.0
2811,sc1,0.0
2812,sc1,0.0
2813,sc1,0.0
2814,sc1,0.0
2815,sc1,0.0
2816,sc1,0.0
2817,sc1,0.0
2818,sc1,0.0
2819,sc1,0.0
2820,sc1,0.0
2821,sc1,0.0
2822,sc1,0.0
2823,sc1,0.0
2824,sc1,0.0
2825,sc1,0.0
2826,sc1,0.0
2827,sc1,0.0
2828,sc1,0.0
2829,sc1,0.0
2830,sc1,0.0
2831,sc1,0.0
2832,sc1,0.0
2833,sc1,0.0
2834,sc1,0.0
2835,sc1,0.0
2836,sc1,0.0
2837,sc1,0.0
2838,sc1,0.0
2839,sc1,0.0
2840,sc1,0.0
2841,sc1,0.0
2842,sc1,0.0
2843,sc1,0.0
2844,sc1,0.0
2845,sc1,0.0
2846,sc1,0.0
2847,sc1,0.0
2848,sc1,0.0
2849,sc1,0.0
2850,sc1,0.0
2851,sc1,0.0
2852,sc1,0.0
2853,sc1,0.0
2854,sc1,0.0
2855,sc1,0.0
2856,sc1,0.0
2857,sc1,0.0
2858,sc1,0.0
2859,sc1,0.0
2860,sc1,0.0
2861,sc1,0.0
2862,sc1,0.0
2863,sc1,0.0
2864,sc1,0.0
2865,sc1,0.0
2866,sc1,0.0
2867,sc1,0.0
2868,sc1,0.0
2869,sc1,0.0
2870,sc1,0.0
2871,sc1,0.0
2872,sc1,0.0
2873,sc1,0.0
2874,sc1,0.0
2875,sc1,0.0
2876,sc1,0.0
2877,sc1,0.0
2878,sc1,0.0
2879,sc1,0.0
2880,sc1,0.0
2881,sc1,0.0
2882,sc1,0.0
2883,sc1,0.0
2884,sc1,0.0
2885,sc1,0.0
2886,sc1,0.0
2887,sc1,0.0
2888,sc1,0.0
2889,sc1,0.0
2890,sc1,0.0
2891,sc1,0.0
2892,sc1,0.0
2893,sc1,0.0
2894,sc1,0.0
2895,sc1,0.0
2896,sc1,0.0
2897,sc1,0.0
2898,sc1,0.0
2899,sc1,0.0
2900,sc1,0.0
2901,sc1,0.0
2902,sc1,0.0
2903,sc1,0.0
2904,sc1,0.0
2905,sc1,0.0
2906,sc1,0.0
2907,sc1,0.0
2908,sc1,0.0
2909,sc1,0.0
2910,sc1,0.0
2911,sc1,0.0
2912,sc1,0.0
2913,sc1,0.0
2914,sc1,0.0
2915,sc1,0.0
2916,sc1,0.0
2917,sc1,0.0
2918,sc1,0.0
2919,sc1,0.0
2920,sc1,0.0
2921,sc1,0.0
2922,sc1,0.0
2923,sc1,0.0
2924,sc1,0.0
2925,sc1,0.0
2926,sc1,0.0
2927,sc1,0.0
2928,sc1,0.0
2929,sc1,0.0
2930,sc1,0.0
2931,sc1,0.0
2932,sc1,0.0
2933,sc1,0.0
2934,sc1,0.0
2935,sc1,0.0
2936,sc1,0.0
2937,sc1,0.0
2938,sc1,0.0
2939,sc1,0.0
2940,sc1,0.0
2941,sc1,0.0
2942,sc1,0.0
2943,sc1,0.0
2944,sc1,0.0
2945,sc1,0.0
2946,sc1,0.0
2947,sc1,0.0
2948,sc1,0.0
2949,sc1,0.0
2950,sc1,0.0
2951,sc1,0.0
2952,sc1,0.0
2953,sc1,0.0
2954,sc1,0.0
2955,sc1,0.0
2956,sc1,0.0
2957,sc1,0.0
2958,sc1,0.0
2959,sc1,0.0
2960,sc1,0.0
2961,sc1,0.0
2962,sc1,0.0
2963,sc1,0.0
2964,sc1,0.0
2965,sc1,0.0
2966,sc1,0.0
2967,sc1,0.0
2968,sc1,0.0
2969,sc1,0.0
2970,sc1,0.0
2971,sc1,0.0
2972,sc1,0.0
2973,sc1,0.0
2974,sc1,0.0
2975,sc1,0.0
2976,sc1,0.0
2977,sc1,0.0
2978,sc1,0.0
2979,sc1,0.0
2980,sc1,0.0
2981,sc1,0.0
2982,sc1,0.0
2983,sc1,0.0
2984,sc1,0.0
2985,sc1,0.0
2986,sc1,0.0
2987,sc1,0.0
2988,sc1,0.0
2989,sc1,0.0
2990,sc1,0.0
2991,sc1,0.0
2992,sc1,0.0
2993,sc1,0.0
2994,sc1,0.0
2995,sc1,0.0
2996,sc1,0.0
2997,sc1,0.0
2998,sc1,0.0
2999,sc1,0.0
3000,sc1,0.0
3001,sc1,0.0
3002,sc1,0.0
3003,sc1,0.0
3004,sc1,0.0
3005,sc1,0.0
3006,sc1,0.0
3007,sc1,0.0
3008,sc1,0.0
3009,sc1,0.0
3010,sc1,0.0
3011,sc1,0.0
3012,sc1,0.0
3013,sc1,0.0
3014,sc1,0.0
3015,sc1,0.0
3016,sc1,0.0
3017,sc1,0.0
3018,sc1,0.0
3019,sc1,0.0
3020,sc1,0.0
3021,sc1,0.0
3022,sc1,0.0
3023,sc1,0.0
3024,sc1,0.0
3025,sc1,0.0
3026,sc1,0.0
3027,sc1,0.0
3028,sc1,0.0
3029,sc1,0.0
3030,sc1,0.0
3031,sc1,0.0
3032,sc1,0.0
3033,sc1,0.0
3034,sc1,0.0
3035,sc1,0.0
3036,sc1,0.0
3037,sc1,0.0
3038,sc1,0.0
3039,sc1,0.0
3040,sc1,0.0
3041,sc1,0.0
3042,sc1,0.0
3043,sc1,0.0
3044,sc1,0.0
3045,sc1,0.0
3046,sc1,0.0
3047,sc1,0.0
3048,sc1,0.0
3049,sc1,0.0
3050,sc1,0.0
3051,sc1,0.0
3052,sc1,0.0
3053,sc1,0.0
3054,sc1,0.0
3055,sc1,0.0
3056,sc1,0.0
3057,sc1,0.0
3058,sc1,0.0
3059,sc1,0.0
3060,sc1,0.0
3061,sc1,0.0
3062,sc1,0.0
3063,sc1,0.0
3064,sc1,0.0
3065,sc1,0.0
3066,sc1,0.0
3067,sc1,0.0
3068,sc1,0.0
3069,sc1,0.0
3070,sc1,0.0
3071,sc1,0.0
3072,sc1,0.0
3073,sc1,0.0
3074,sc1,0.0
3075,sc1,0.0
3076,sc1,0.0
3077,sc1,0.0
3078,sc1,0.0
3079,sc1,0.0
3080,sc1,0.0
3081,sc1,0.0
3082,sc1,0.0
3083,sc1,0.0
3084,sc1,0.0
3085,sc1,0.0
3086,sc1,0.0
3087,sc1,0.0
3088,sc1,0.0
3089,sc1,0.0
3090,sc1,0.0
3091,sc1,0.0
3092,sc1,0.0
3093,sc1,0.0
3094,sc1,0.0
3095,sc1,0.0
3096,sc1,0.0
3097,sc1,0.0
3098,sc1,0.0
3099,sc1,0.0
3100,sc1,0.0
3101,sc1,0.0
3102,sc1,0.0
3103,sc1,0.0
3104,sc1,0.0
3105,sc1,0.0
3106,sc1,0.0
3107,sc1,0.0
3108,sc1,0.0
3109,sc1,0.0
3110,sc1,0.0
3111,sc1,0.0
3112,sc1,0.0
3113,sc1,0.0
3114,sc1,0.0
3115,sc1,0.0
3116,sc1,0.0
3117,sc1,0.0
3118,sc1,0.0
3119,sc1,0.0
3120,sc1,0.0
3121,sc1,0.0
3122,sc1,0.0
3123,sc1,0.0
3124,sc1,0.0
3125,sc1,0.0
3126,sc1,0.0
3127,sc1,0.0
3128,sc1,0.0
3129,sc1,0.0
3130,sc1,0.0
3131,sc1,0.0
3132,sc1,0.0
3133,sc1,0.0
3134,sc1,0.0
3135,sc1,0.0
3136,sc1,0.0
3137,sc1,0.0
3138,sc1,0.0
3139,sc1,0.0
3140,sc1,0.0
3141,sc1,0.0
3142,sc1,0.0
3143,sc1,0.0
3144,sc1,0.0
3145,sc1,0.0
3146,sc1,0.0
3147,sc1,0.0
3148,sc1,0.0
3149,sc1,0.0
3150,sc1,0.0
3151,sc1,0.0
3152,sc1,0.0
3153,sc1,0.0
3154,sc1,0.0
3155,sc1,0.0
3156,sc1,0.0
3157,sc1,0.0
3158,sc1,0.0
3159,sc1,0.0
3160,sc1,0.0
3161,sc1,0.0
3162,sc1,0.0
3163,sc1,0.0
3164,sc1,0.0
3165,sc1,0.0
3166,sc1,0.0
3167,sc1,0.0
3168,sc1,0.0
3169,sc1,0.0
3170,sc1,0.0
3171,sc1,0.0
3172,sc1,0.0
3173,sc1,0.0
3174,sc1,0.0
3175,sc1,0.0
3176,sc1,0.0
3177,sc1,0.0
3178,sc1,0.0
3179,sc1,0.0
3180,sc1,0.0
3181,sc1,0.0
3182,sc1,0.0
3183,sc1,0.0
3184,sc1,0.0
3185,sc1,0.0
3186,sc1,0.0
3187,sc1,0.0
3188,sc1,0.0
3189,sc1,0.0
3190,sc1,0.0
3191,sc1,0.0
3192,sc1,0.0
3193,sc1,0.0
3194,sc1,0.0
3195,sc1,0.0
3196,sc1,0.0
3197,sc1,0.0
3198,sc1,0.0
3199,sc1,0.0
3200,sc1,0.0
3201,sc1,0.0
3202,sc1,0.0
3203,sc1,0.0
3204,sc1,0.0
3205,sc1,0.0
3206,sc1,0.0
3207,sc1,0.0
3208,sc1,0.0
3209,sc1,0.0
3210,sc1,0.0
3211,sc1,0.0
3212,sc1,0.0
3213,sc1,0.0
3214,sc1,0.0
3215,sc1,0.0
3216,sc1,0.0
3217,sc1,0.0
3218,sc1,0.0
3219,sc1,0.0
3220,sc1,0.0
3221,sc1,0.0
3222,sc1,0.0
3223,sc1,0.0
3224,sc1,0.0
3225,sc1,0.0
3226,sc1,0.0
3227,sc1,0.0
3228,sc1,0.0
3229,sc1,0.0
3230,sc1,0.0
3231,sc1,0.0
3232,sc1,0.0
3233,sc1,0.0
3234,sc1,0.0
3235,sc1,0.0
3236,sc1,0.0
3237,sc1,0.0
3238,sc1,0.0
3239,sc1,0.0
3240,sc1,0.0
3241,sc1,0.0
3242,sc1,0.0
3243,sc1,0.0
3244,sc1,0.0
3245,sc1,0.0
3246,sc1,0.0
3247,sc1,0.0
3248,sc1,0.0
3249,sc1,0.0
3250,sc1,0.0
3251,sc1,0.0
3252,sc1,0.0
3253,sc1,0.0
3254,sc1,0.0
3255,sc1,0.0
3256,sc1,0.0
3257,sc1,0.0
3258,sc1,0.0
3259,sc1,0.0
3260,sc1,0.0
3261,sc1,0.0
3262,sc1,0.0
3263,sc1,0.0
3264,sc1,0.0
3265,sc1,0.0
3266,sc1,0.0
3267,sc1,0.0
3268,sc1,0.0
3269,sc1,0.0
3270,sc1,0.0
3271,sc1,0.0
3272,sc1,0.0
3273,sc1,0.0
3274,sc1,0.0
3275,sc1,0.0
3276,sc1,0.0
3277,sc1,0.0
3278,sc1,0.0
3279,sc1,0.0
3280,sc1,0.0
3281,sc1,0.0
3282,sc1,0.0
3283,sc1,0.0
3284,sc1,0.0
3285,sc1,0.0
3286,sc1,0.0
3287,sc1,0.0
3288,sc1,0.0
3289,sc1,0.0
3290,sc1,0.0
3291,sc1,0.0
3292,sc1,0.0
3293,sc1,0.0
3294,sc1,0.0
3295,sc1,0.0
3296,sc1,0.0
3297,sc1,0.0
3298,sc1,0.0
3299,sc1,0.0
3300,sc1,0.0
3301,sc1,0.0
3302,sc1,0.0
3303,sc1,0.0
3304,sc1,0.0
3305,sc1,0.0
3306,sc1,0.0
3307,sc1,0.0
3308,sc1,0.0
3309,sc1,0.0
3310,sc1,0.0
3311,sc1,0.0
3312,sc1,0.0
3313,sc1,0.0
3314,sc1,0.0
3315,sc1,0.0
3316,sc1,0.0
3317,sc1,0.0
3318,sc1,0.0
3319,sc1,0.0
3320,sc1,0.0
3321,sc1,0.0
3322,sc1,0.0
3323,sc1,0.0
3324,sc1,0.0
3325,sc1,0.0
3326,sc1,0.0
3327,sc1,0.0
3328,sc1,0.0
3329,sc1,0.0
3330,sc1,0.0
3331,sc1,0.0
3332,sc1,0.0
3333,sc1,0.0
3334,sc1,0.0
3335,sc1,0.0
3336,sc1,0.0
3337,sc1,0.0
3338,sc1,0.0
3339,sc1,0.0
3340,sc1,0.0
3341,sc1,0.0
3342,sc1,0.0
3343,sc1,0.0
3344,sc1,0.0
3345,sc1,0.0
3346,sc1,0.0
3347,sc1,0.0
3348,sc1,0.0
3349,sc1,0.0
3350,sc1,0.0
3351,sc1,0.0
3352,sc1,0.0
3353,sc1,0.0
3354,sc1,0.0
3355,sc1,0.0
3356,sc1,0.0
3357,sc1,0.0
3358,sc1,0.0
3359,sc1,0.0
3360,sc1,0.0
3361,sc1,0.0
3362,sc1,0.0
3363,sc1,0.0
3364,sc1,0.0
3365,sc1,0.0
3366,sc1,0.0
3367,sc1,0.0
3368,sc1,0.0
3369,sc1,0.0
3370,sc1,0.0
3371,sc1,0.0
3372,sc1,0.0
3373,sc1,0.0
3374,sc1,0.0
3375,sc1,0.0
3376,sc1,0.0
3377,sc1,0.0
3378,sc1,0.0
3379,sc1,0.0
3380,sc1,0.0
3381,sc1,0.0
3382,sc1,0.0
3383,sc1,0.0
3384,sc1,0.0
3385,sc1,0.0
3386,sc1,0.0
3387,sc1,0.0
3388,sc1,0.0
3389,sc1,0.0
3390,sc1,0.0
3391,sc1,0.0
3392,sc1,0.0
3393,sc1,0.0
3394,sc1,0.0
3395,sc1,0.0
3396,sc1,0.0
3397,sc1,0.0
3398,sc1,0.0
3399,sc1,0.0
3400,sc1,0.0
3401,sc1,0.0
3402,sc1,0.0
3403,sc1,0.0
3404,sc1,0.0
3405,sc1,0.0
3406,sc1,0.0
3407,sc1,0.0
3408,sc1,0.0
3409,sc1,0.0
3410,sc1,0.0
3411,sc1,0.0
3412,sc1,0.0
3413,sc1,0.0
3414,sc1,0.0
3415,sc1,0.0
3416,sc1,0.0
3417,sc1,0.0
3418,sc1,0.0
3419,sc1,0.0
3420,sc1,0.0
3421,sc1,0.0
3422,sc1,0.0
3423,sc1,0.0
3424,sc1,0.0
3425,sc1,0.0
3426,sc1,0.0
3427,sc1,0.0
3428,sc1,0.0
3429,sc1,0.0
3430,sc1,0.0
3431,sc1,0.0
3432,sc1,0.0
3433,sc1,0.0
3434,sc1,0.0
3435,sc1,0.0
3436,sc1,0.0
3437,sc1,0.0
3438,sc1,0.0
3439,sc1,0.0
3440,sc1,0.0
3441,sc1,0.0
3442,sc1,0.0
3443,sc1,0.0
3444,sc1,0.0
3445,sc1,0.0
3446,sc1,0.0
3447,sc1,0.0
3448,sc1,0.0
3449,sc1,0.0
3450,sc1,0.0
3451,sc1,0.0
3452,sc1,0.0
3453,sc1,0.0
3454,sc1,0.0
3455,sc1,0.0
3456,sc1,0.0
3457,sc1,0.0
3458,sc1,0.0
3459,sc1,0.0
3460,sc1,0.0
3461,sc1,0.0
3462,sc1,0.0
3463,sc1,0.0
3464,sc1,0.0
3465,sc1,0.0
3466,sc1,0.0
3467,sc1,0.0
3468,sc1,0.0
3469,sc1,0.0
3470,sc1,0.0
3471,sc1,0.0
3472,sc1,0.0
3473,sc1,0.0
3474,sc1,0.0
3475,sc1,0.0
3476,sc1,0.0
3477,sc1,0.0
3478,sc1,0.0
3479,sc1,0.0
3480,sc1,0.0
3481,sc1,0.0
3482,sc1,0.0
3483,sc1,0.0
3484,sc1,0.0
3485,sc1,0.0
3486,sc1,0.0
3487,sc1,0.0
3488,sc1,0.0
3489,sc1,0.0
3490,sc1,0.0
3491,sc1,0.0
3492,sc1,0.0
3493,sc1,0.0
3494,sc1,0.0
3495,sc1,0.0
3496,sc1,0.0
3497,sc1,0.0
3498,sc1,0.0
3499,sc1,0.0
3500,sc1,0.0
3501,sc1,0.0
3502,sc1,0.0
3503,sc1,0.0
3504,sc1,0.0
3505,sc1,0.0
3506,sc1,0.0
3507,sc1,0.0
3508,sc1,0.0
3509,sc1,0.0
3510,sc1,0.0
3511,sc1,0.0
3512,sc1,0.0
3513,sc1,0.0
3514,sc1,0.0
3515,sc1,0.0
3516,sc1,0.0
3517,sc1,0.0
3518,sc1,0.0
3519,sc1,0.0
3520,sc1,0.0
3521,sc1,0.0
3522,sc1,0.0
3523,sc1,0.0
3524,sc1,0.0
3525,sc1,0.0
3526,sc1,0.0
3527,sc1,0.0
3528,sc1,0.0
3529,sc1,0.0
3530,sc1,0.0
3531,sc1,0.0
3532,sc1,0.0
3533,sc1,0.0
3534,sc1,0.0
3535,sc1,0.0
3536,sc1,0.0
3537,sc1,0.0
3538,sc1,0.0
3539,sc1,0.0
3540,sc1,0.0
3541,sc1,0.0
3542,sc1,0.0
3543,sc1,0.0
3544,sc1,0.0
3545,sc1,0.0
3546,sc1,0.0
3547,sc1,0.0
3548,sc1,0.0
3549,sc1,0.0
3550,sc1,0.0
3551,sc1,0.0
3552,sc1,0.0
3553,sc1,0.0
3554,sc1,0.0
3555,sc1,0.0
3556,sc1,0.0
3557,sc1,0.0
3558,sc1,0.0
3559,sc1,0.0
3560,sc1,0.0
3561,sc1,0.0
3562,sc1,0.0
3563,sc1,0.0
3564,sc1,0.0
3565,sc1,0.0
3566,sc1,0.0
3567,sc1,0.0
3568,sc1,0.0
3569,sc1,0.0
3570,sc1,0.0
3571,sc1,0.0
3572,sc1,0.0
3573,sc1,0.0
3574,sc1,0.0
3575,sc1,0.0
3576,sc1,0.0
3577,sc1,0.0
3578,sc1,0.0
3579,sc1,0.0
3580,sc1,0.0
3581,sc1,0.0
3582,sc1,0.0
3583,sc1,0.0
3584,sc1,0.0
3585,sc1,0.0
3586,sc1,0.0
3587,sc1,0.0
3588,sc1,0.0
3589,sc1,0.0
3590,sc1,0.0
3591,sc1,0.0
3592,sc1,0.0
3593,sc1,0.0
3594,sc1,0.0
3595,sc1,0.0
3596,sc1,0.0
3597,sc1,0.0
3598,sc1,0.0
3599,sc1,0.0
3600,sc1,0.0
3601,sc1,0.0
3602,sc1,0.0
3603,sc1,0.0
3604,sc1,0.0
3605,sc1,0.0
3606,sc1,0.0
3607,sc1,0.0
3608,sc1,0.0
3609,sc1,0.0
3610,sc1,0.0
3611,sc1,0.0
3612,sc1,0.0
3613,sc1,0.0
3614,sc1,0.0
3615,sc1,0.0
3616,sc1,0.0
3617,sc1,0.0
3618,sc1,0.0
3619,sc1,0.0
3620,sc1,0.0
3621,sc1,0.0
3622,sc1,0.0
3623,sc1,0.0
3624,sc1,0.0
3625,sc1,0.0
3626,sc1,0.0
3627,sc1,0.0
3628,sc1,0.0
3629,sc1,0.0
3630,sc1,0.0
3631,sc1,0.0
3632,sc1,0.0
3633,sc1,0.0
3634,sc1,0.0
3635,sc1,0.0
3636,sc1,0.0
3637,sc1,0.0
3638,sc1,0.0
3639,sc1,0.0
3640,sc1,0.0
3641,sc1,0.0
3642,sc1,0.0
3643,sc1,0.0
3644,sc1,0.0
3645,sc1,0.0
3646,sc1,0.0
3647,sc1,0.0
3648,sc1,0.0
3649,sc1,0.0
3650,sc1,0.0
3651,sc1,0.0
3652,sc1,0.0
3653,sc1,0.0
3654,sc1,0.0
3655,sc1,0.0
3656,sc1,0.0
3657,sc1,0.0
3658,sc1,0.0
3659,sc1,0.0
3660,sc1,0.0
3661,sc1,0.0
3662,sc1,0.0
3663,sc1,0.0
3664,sc1,0.0
3665,sc1,0.0
3666,sc1,0.0
3667,sc1,0.0
3668,sc1,0.0
3669,sc1,0.0
3670,sc1,0.0
3671,sc1,0.0
3672,sc1,0.0
3673,sc1,0.0
3674,sc1,0.0
3675,sc1,0.0
3676,sc1,0.0
3677,sc1,0.0
3678,sc1,0.0
3679,sc1,0.0
3680,sc1,0.0
3681,sc1,0.0
3682,sc1,0.0
3683,sc1,0.0
3684,sc1,0.0
3685,sc1,0.0
3686,sc1,0.0
3687,sc1,0.0
3688,sc1,0.0
3689,sc1,0.0
3690,sc1,0.0
3691,sc1,0.0
3692,sc1,0.0
3693,sc1,0.0
3694,sc1,0.0
3695,sc1,0.0
3696,sc1,0.0
3697,sc1,0.0
3698,sc1,0.0
3699,sc1,0.0
3700,sc1,0.0
3701,sc1,0.0
3702,sc1,0.0
3703,sc1,0.0
3704,sc1,0.0
3705,sc1,0.0
3706,sc1,0.0
3707,sc1,0.0
3708,sc1,0.0
3709,sc1,0.0
3710,sc1,0.0
3711,sc1,0.0
3712,sc1,0.0
3713,sc1,0.0
3714,sc1,0.0
3715,sc1,0.0
3716,sc1,0.0
3717,sc1,0.0
3718,sc1,0.0
3719,sc1,0.0
3720,sc1,0.0
3721,sc1,0.0
3722,sc1,0.0
3723,sc1,0.0
3724,sc1,0.0
3725,sc1,0.0
3726,sc1,0.0
3727,sc1,0.0
3728,sc1,0.0
3729,sc1,0.0
3730,sc1,0.0
3731,sc1,0.0
3732,sc1,0.0
3733,sc1,0.0
3734,sc1,0.0
3735,sc1,0.0
3736,sc1,0.0
3737,sc1,0.0
3738,sc1,0.0
3739,sc1,0.0
3740,sc1,0.0
3741,sc1,0.0
3742,sc1,0.0
3743,sc1,0.0
3744,sc1,0.0
3745,sc1,0.0
3746,sc1,0.0
3747,sc1,0.0
3748,sc1,0.0
3749,sc1,0.0
3750,sc1,0.0
3751,sc1,0.0
3752,sc1,0.0
3753,sc1,0.0
3754,sc1,0.0
3755,sc1,0.0
3756,sc1,0.0
3757,sc1,0.0
3758,sc1,0.0
3759,sc1,0.0
3760,sc1,0.0
3761,sc1,0.0
3762,sc1,0.0
3763,sc1,0.0
3764,sc1,0.0
3765,sc1,0.0
3766,sc1,0.0
3767,sc1,0.0
3768,sc1,0.0
3769,sc1,0.0
3770,sc1,0.0
