generator,scenario,timepoint,Dispatch_MW
cats_531,sc1,2035-01-01T14:00:00.000000-0800,0.09750000000000003
cats_531,sc1,2035-01-01T15:00:00.000000-0800,0.07650000000000001
cats_531,sc1,2035-01-01T16:00:00.000000-0800,0.05249999999999999
cats_531,sc1,2035-01-01T17:00:00.000000-0800,0.018000000000000002
cats_531,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_531,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_531,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_531,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_531,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_531,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T07:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T11:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T12:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T13:00:00.000000-0800,0.030399999999999983
cats_532,sc1,2035-01-01T14:00:00.000000-0800,0.10399999999999998
cats_532,sc1,2035-01-01T15:00:00.000000-0800,0.08159999999999995
cats_532,sc1,2035-01-01T16:00:00.000000-0800,0.05600000000000002
cats_532,sc1,2035-01-01T17:00:00.000000-0800,0.019200000000000002
cats_532,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_532,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T07:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T11:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T12:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T13:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T14:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T15:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T16:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_533,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T00:00:00.000000-0800,0.22
cats_534,sc1,2035-01-01T01:00:00.000000-0800,0.238
cats_534,sc1,2035-01-01T02:00:00.000000-0800,0.081
cats_534,sc1,2035-01-01T03:00:00.000000-0800,0.207
cats_534,sc1,2035-01-01T04:00:00.000000-0800,0.086
cats_534,sc1,2035-01-01T05:00:00.000000-0800,0.012
cats_534,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T07:00:00.000000-0800,0.044
cats_534,sc1,2035-01-01T08:00:00.000000-0800,0.15500000000000003
cats_534,sc1,2035-01-01T09:00:00.000000-0800,0.18699999999999983
cats_534,sc1,2035-01-01T10:00:00.000000-0800,0.07799999999999985
cats_534,sc1,2035-01-01T11:00:00.000000-0800,0.008000000000000007
cats_534,sc1,2035-01-01T12:00:00.000000-0800,0.020999999999999908
cats_534,sc1,2035-01-01T13:00:00.000000-0800,0.017999999999999794
cats_534,sc1,2035-01-01T14:00:00.000000-0800,0.0040000000000000036
cats_534,sc1,2035-01-01T15:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T16:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_534,sc1,2035-01-01T20:00:00.000000-0800,0.212
cats_534,sc1,2035-01-01T21:00:00.000000-0800,0.344
cats_534,sc1,2035-01-01T22:00:00.000000-0800,0.482
cats_534,sc1,2035-01-01T23:00:00.000000-0800,0.384
cats_535,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T06:00:00.000000-0800,0.039
cats_535,sc1,2035-01-01T07:00:00.000000-0800,0.03
cats_535,sc1,2035-01-01T08:00:00.000000-0800,0.008
cats_535,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T11:00:00.000000-0800,0.007
cats_535,sc1,2035-01-01T12:00:00.000000-0800,0.105
cats_535,sc1,2035-01-01T13:00:00.000000-0800,0.105
cats_535,sc1,2035-01-01T14:00:00.000000-0800,0.061
cats_535,sc1,2035-01-01T15:00:00.000000-0800,0.021
cats_535,sc1,2035-01-01T16:00:00.000000-0800,0.002
cats_535,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_535,sc1,2035-01-01T21:00:00.000000-0800,0.037
cats_535,sc1,2035-01-01T22:00:00.000000-0800,0.032
cats_535,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_536,sc1,2035-01-01T00:00:00.000000-0800,0.3
cats_536,sc1,2035-01-01T01:00:00.000000-0800,0.75
cats_536,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_536,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_536,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_536,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_536,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_536,sc1,2035-01-01T07:00:00.000000-0800,18.9
cats_536,sc1,2035-01-01T08:00:00.000000-0800,17.5
cats_536,sc1,2035-01-01T09:00:00.000000-0800,15.55
cats_536,sc1,2035-01-01T10:00:00.000000-0800,15.6
cats_536,sc1,2035-01-01T11:00:00.000000-0800,20.8
cats_536,sc1,2035-01-01T12:00:00.000000-0800,26.450000000000003
cats_536,sc1,2035-01-01T13:00:00.000000-0800,27.4
cats_536,sc1,2035-01-01T14:00:00.000000-0800,24.3
cats_536,sc1,2035-01-01T15:00:00.000000-0800,19.45
cats_536,sc1,2035-01-01T16:00:00.000000-0800,18.7
cats_536,sc1,2035-01-01T17:00:00.000000-0800,19.650000000000002
cats_536,sc1,2035-01-01T18:00:00.000000-0800,20.349999999999998
cats_536,sc1,2035-01-01T19:00:00.000000-0800,10.25
cats_536,sc1,2035-01-01T20:00:00.000000-0800,17.05
cats_536,sc1,2035-01-01T21:00:00.000000-0800,13.600000000000001
cats_536,sc1,2035-01-01T22:00:00.000000-0800,16.2
cats_536,sc1,2035-01-01T23:00:00.000000-0800,16.5
cats_537,sc1,2035-01-01T00:00:00.000000-0800,0.006
cats_537,sc1,2035-01-01T01:00:00.000000-0800,0.015
cats_537,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_537,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_537,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_537,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_537,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_537,sc1,2035-01-01T07:00:00.000000-0800,0.378
cats_537,sc1,2035-01-01T08:00:00.000000-0800,0.35
cats_537,sc1,2035-01-01T09:00:00.000000-0800,0.311
cats_537,sc1,2035-01-01T10:00:00.000000-0800,0.312
cats_537,sc1,2035-01-01T11:00:00.000000-0800,0.416
cats_537,sc1,2035-01-01T12:00:00.000000-0800,0.529
cats_537,sc1,2035-01-01T13:00:00.000000-0800,0.548
cats_537,sc1,2035-01-01T14:00:00.000000-0800,0.486
