bus,scenario,timepoint,local_marginal_price_USDperMWh
1,sc1,tp_1,59.06790631987785
1,sc1,tp_2,60.0
1,sc1,tp_3,4996.932093680123
2,sc1,tp_1,59.06790631987951
2,sc1,tp_2,61.25667882782273
2,sc1,tp_3,4998.188772507944
3,sc1,tp_1,59.06790631987951
3,sc1,tp_2,61.73967282570356
3,sc1,tp_3,4998.671766505825
4,sc1,tp_1,59.0679063198786
4,sc1,tp_2,63.0679063198777
4,sc1,tp_3,5000.0
5,sc1,tp_1,59.06790631987769
5,sc1,tp_2,59.06790631987769
5,sc1,tp_3,4996.0
