id,bus,timepoint,voltage_magnitude_pu,voltage_angle_deg
0,lima,t_1,1.0,0.0
1,santiago,t_1,1.1835467264746513,18.53873889991597
2,chile,t_1,1.0820536862672436,9.87078280210165
