name,from_bus,to_bus,scenario,timepoint,from_bus_angle_deg,to_bus_angle_deg,DCflow_MW,losses_MW
2,center,south,sc1,1,0.34128285696122607,0.0,19.399783528485685,1.1441088668943977
3,center,south,sc1,1,0.34128285696122607,0.0,92.148971760307,5.43451711774839
4,north,south,sc1,1,-1.2596441732572836,0.0,-201.54875528879268,43.87165281913857
1,center,north,sc1,1,0.34128285696122607,-1.2596441732572836,98.45124471120732,27.23633971437274
