name,component,type,init
i_bus_d,infinite_sources_0,"",0.03402119728519415
i_bus_q,infinite_sources_0,"",0.06030324370916155
v_bus_D,pa_rc_0,"",1.0
v_bus_Q,pa_rc_0,"",0.0
i_bus_d,infinite_sources_1,"",0.034104898008360085
i_bus_q,infinite_sources_1,"",0.0354674916802348
angle_pc,gfmi_c_0,"",0.0
w_pc,gfmi_c_0,"",0.0
p_pc,gfmi_c_0,"",0.0334635818625325
q_pc,gfmi_c_0,"",-0.03547652279242996
pi_vc,gfmi_c_0,"",1.003678702538737
i_vsc_d,gfmi_c_0,"",1.033401258174285
i_vsc_q,gfmi_c_0,"",0.02675139027712465
i_bus_d,gfmi_c_0,"",0.037327926409023986
i_bus_q,gfmi_c_0,"",0.03205796225979926
v_lcl_sh_d,gfmi_c_0,"",0.9856858164029639
v_lcl_sh_q,gfmi_c_0,"",-0.103875153622971
v_bus_D,pa_rc_1,"",0.9972836917277944
v_bus_Q,pa_rc_1,"",0.008580855253147961
i_br_D,se_rl_0,"",-0.017046239679535884
i_br_Q,se_rl_0,"",-0.005773541338001902
