period,name,start,end,timepoint_duration_hr,timeseries_scale_to_period,timepoint_selection_method,number_of_timepoints
p1,climate_1,2035-01-01T00:00:00.000000-0800,2035-01-01T01:00:00.000000-0800,1,1,all,1
