bus,scenario,timepoint,load_shedding_MW
1,sc1,tp_1,0.0
1,sc1,tp_2,0.0
1,sc1,tp_3,0.0
2,sc1,tp_1,270.0
2,sc1,tp_2,70.00000000000001
2,sc1,tp_3,270.00000000000006
3,sc1,tp_1,0.0
3,sc1,tp_2,0.0
3,sc1,tp_3,0.0
4,sc1,tp_1,0.0
4,sc1,tp_2,36.60646957651954
4,sc1,tp_3,136.60646957651963
5,sc1,tp_1,0.0
5,sc1,tp_2,0.0
5,sc1,tp_3,0.0
