bus,scenario,timepoint,local_marginal_price_USDperMWh
1,sc1,1,16994.336182304716
2,sc1,1,26410.843978918478
3,sc1,1,30030.00000039281
4,sc1,1,39982.67905908923
5,sc1,1,10010.00000056955
