name,from_bus,to_bus,scenario,timepoint,from_bus_angle_deg,to_bus_angle_deg,DCflow_MW,losses_MW
1,1,2,sc1,1,0.0,-4.060673079637736,249.7167650427272,175.22728030896698
4,2,3,sc1,1,-4.060673079637736,-3.746411729644781,-50.28323495727288,2.730676015189774
2,1,4,sc1,1,0.0,-3.2859992919558163,186.78838868822112,106.06530253217561
5,3,4,sc1,1,-3.746411729644781,-3.2859992919558163,-26.78838868822104,2.1313247724782904
3,1,5,sc1,1,0.0,0.8388843033736121,-226.50515373094842,32.834934186675575
6,4,5,sc1,1,-3.2859992919558163,0.8388843033736121,-239.9999999999997,171.07199999999955
