line,from_bus,to_bus,existing_capacity_MW,active_power_from_bus_MW,reactive_power_from_bus_MVAR,active_power_to_bus_MW,reactive_power_to_bus_MVAR,active_power_loss_MW,reactive_power_loss_MVAR
1-2,richmond,sf,inf,3.8661569733384304,-3.2675786278648644,-1.8619056453409248,1.2740127147707814,2.0042513279975056,-1.993565913094083
1-3,richmond,berkeley,inf,0.8853129570213225,-1.4163196936396394,1.1200251803472205,-0.5870791015954676,2.0053381373685433,-2.003398795235107
2-3,sf,berkeley,inf,1.2317698248834514,-1.5096871246567032,0.7738428867519104,-0.4949625118574108,2.005612711635362,-2.004649636514114
2-4,sf,oakland,inf,1.2774019992044467,-1.7671675215113944,0.7285821527277979,-0.23722985249264564,2.0059841519322448,-2.00439737400404
2-5,sf,san_jose,inf,2.480170865491868,-2.718490751298331,-0.47201463640265334,0.7185359859311373,2.0081562290892148,-1.9999547653671939
3-4,berkeley,oakland,inf,1.1498024277402867,-1.321057208525334,0.8580635370405164,-0.6867601727569015,2.007865964780803,-2.0078173812822353
4-5,oakland,san_jose,inf,1.5368097152500864,-1.2891244666997035,0.4720146266890544,-0.7185359957459726,2.0088243419391407,-2.007660462445676
