Index,1,3,4,5
1,9.523045710789802,-3.523484020999965,0.0,-5.999561064013019
3,-3.523484020999965,12.691067446009132,-9.167583425009166,0.0
4,0.0,-9.167583425009166,12.5012501250125,-3.3336667000033335
5,-5.999561064013019,0.0,-3.3336667000033335,9.333227898863882
