Index,"('', 'u0')","('', 'u1')","('', 'u2')","('', 'u3')","('', 'u4')","('', 'u5')","('', 'u6')"
"('infinite_sources_0', 'i_bus_d')",753.9822368615503,0.0,0.0,0.0,0.0,0.0,0.0
"('infinite_sources_0', 'i_bus_q')",0.0,753.9822368615503,0.0,0.0,0.0,0.0,0.0
"('pa_rc_0', 'v_bus_D')",0.0,0.0,79.04159675104266,239.25882315779558,-0.031482933898700535,-0.25389762822267464,-25.389762822267397
"('pa_rc_0', 'v_bus_Q')",0.0,0.0,-454.8364770113185,-880.9179987297186,0.12903951056871799,-4.886817992131215,-488.6817992131217
"('', 'x0')",0.0,0.0,-0.9189408203908926,0.18457480193870032,0.4301296147591421,0.11775477123679934,11.775477123679929
"('', 'x1')",0.0,0.0,2.438713187783754,27.36199529819428,29.90826758779332,-0.00805601212047722,-0.8056012120477224
"('', 'x2')",0.0,0.0,-0.9753624858984302,29.531929567975748,30.718782938329813,0.002571750819904241,0.25717508199042405
"('', 'x3')",0.0,0.0,-753.7262515425225,19.645641715354902,-2.3291048555655754e-14,3.114538683065735e-14,3.1145386830657354e-12
"('', 'x4')",0.0,0.0,-19.645641715354326,-753.7262515425222,-6.755864552702579e-15,-9.822776855200098e-14,-9.822776855200097e-12
"('', 'x5')",0.0,0.0,983.1419991951917,88.21353190637446,0.0017910875031615864,-9.740595077739373,-974.0595077739373
"('', 'x6')",0.0,0.0,-71.35170226910347,898.1592791872349,4.7298484843360695,0.1495336972848837,14.953369728488374
"('', 'x7')",0.0,0.0,-327.4961684663837,131.85802635429215,-0.14046120338019225,3.704439771297359,370.4439771297359
"('', 'x8')",0.0,0.0,393.2578884137514,1293.5042037278838,-1.4983758540094523,-3.407795627924238,-340.77956279242375
"('', 'x9')",0.0,0.0,3351.356930302928,6305.96956429459,-0.8106808429766901,34.06946455864731,3406.9464558647314
